"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
" 2019-10-03 - Coyotes 1, Ducks 2","Anaheim Ducks","Limited ReportFull Report","53.966666666667","68.56","72.01","48.77","54.97","50.99","51.87","32.74","34.24","48.88","2.1","1.12","65.11","2.59","2.53","50.57","27.16","21.68","55.61","8.59","11.5","42.77","1.05","0","100.00","19.14","100.00","6.41","96.72","1.031"
" 2019-10-04 - Jets 5, Devils 4","Winnipeg Jets","Limited ReportFull Report","52","44.98","53.48","45.68","39.32","46.84","45.64","29.31","35.14","45.48","4.65","4.52","50.76","1.8","2.81","39.10","21.67","25.72","45.73","8.22","13.78","37.37","1.18","2.23","34.61","34.31","76.34","15.88","87.15","1.030"
" 2019-10-04 - Jets 5, Devils 4","New Jersey Devils","Limited ReportFull Report","52","53.48","44.98","54.32","46.84","39.32","54.36","35.14","29.31","54.52","4.52","4.65","49.24","2.81","1.8","60.90","25.72","21.67","54.27","13.78","8.22","62.63","2.23","1.18","65.39","23.66","65.69","12.85","84.12","0.970"
" 2019-10-04 - Capitals 2, Islanders 1","Washington Capitals","Limited ReportFull Report","54.133333333333","62.7","37.33","62.68","42.74","29.07","59.52","30.63","21.98","58.22","1.17","1.02","53.35","2.17","1.29","62.60","26.44","13.4","66.37","9.73","5.07","65.77","0","0","-","0.00","100.00","3.82","95.34","0.992"
" 2019-10-04 - Capitals 2, Islanders 1","New York Islanders","Limited ReportFull Report","54.133333333333","37.33","62.7","37.32","29.07","42.74","40.48","21.98","30.63","41.78","1.02","1.17","46.65","1.29","2.17","37.40","13.4","26.44","33.63","5.07","9.73","34.23","0","0","-","0.00","100.00","4.66","96.18","1.008"
" 2019-10-04 - Maple Leafs 4, Blue Jackets 1","Toronto Maple Leafs","Limited ReportFull Report","43.916666666667","60.18","50.04","54.60","35.9","38.24","48.42","28.14","28.43","49.74","1.47","0","100.00","1.7","2.25","42.95","19.65","18.26","51.84","6.07","7.18","45.81","0","0","-","0.00","100.00","5.22","100.00","1.052"
" 2019-10-04 - Maple Leafs 4, Blue Jackets 1","Columbus Blue Jackets","Limited ReportFull Report","43.916666666667","50.04","60.18","45.40","38.24","35.9","51.58","28.43","28.14","50.26","0","1.47","0.00","2.25","1.7","57.05","18.26","19.65","48.16","7.18","6.07","54.19","0","0","-","0.00","100.00","0.00","94.78","0.948"
" 2019-10-04 - Blackhawks 3, Flyers 4","Chicago Blackhawks","Limited ReportFull Report","50.016666666667","48.57","68.29","41.56","33.45","55.71","37.52","29.8","38.88","43.39","1.21","2.32","34.36","1.98","3.06","39.26","18.45","38.05","32.65","6.24","17.6","26.17","1.21","1.19","50.51","19.64","87.59","4.07","94.04","0.981"
" 2019-10-04 - Blackhawks 3, Flyers 4","Philadelphia Flyers","Limited ReportFull Report","50.016666666667","68.29","48.57","58.44","55.71","33.45","62.48","38.88","29.8","56.61","2.32","1.21","65.64","3.06","1.98","60.74","38.05","18.45","67.35","17.6","6.24","73.83","1.19","1.21","49.49","12.41","80.36","5.96","95.93","1.019"
" 2019-10-04 - Golden Knights 5, Sharks 1","Vegas Golden Knights","Limited ReportFull Report","45.233333333333","59.93","43.72","57.82","38.53","38.33","50.13","30.95","26.61","53.77","4.27","1.22","77.81","3.26","2.58","55.83","29.61","24.3","54.92","19.35","11.12","63.51","4.29","1.2","78.08","26.23","87.93","13.78","95.43","1.092"
" 2019-10-04 - Golden Knights 5, Sharks 1","San Jose Sharks","Limited ReportFull Report","45.233333333333","43.72","59.93","42.18","38.33","38.53","49.87","26.61","30.95","46.23","1.22","4.27","22.19","2.58","3.26","44.17","24.3","29.61","45.08","11.12","19.35","36.49","1.2","4.29","21.92","12.07","73.77","4.57","86.22","0.908"
" 2019-10-05 - Devils 2, Sabres 7","New Jersey Devils","Limited ReportFull Report","49.366666666667","35.09","60.5","36.71","25.68","47.83","34.93","16.83","34.88","32.55","2.45","4.82","33.73","1.65","2.22","42.58","13.94","22.67","38.09","7.14","8.6","45.34","0","2.39","0.00","0.00","72.58","14.58","86.18","1.008"
" 2019-10-05 - Devils 2, Sabres 7","Buffalo Sabres","Limited ReportFull Report","49.366666666667","60.5","35.09","63.29","47.83","25.68","65.07","34.88","16.83","67.45","4.82","2.45","66.27","2.22","1.65","57.42","22.67","13.94","61.91","8.6","7.14","54.66","2.39","0","100.00","27.42","100.00","13.82","85.42","0.992"
" 2019-10-05 - Canadiens 6, Maple Leafs 5","Montreal Canadiens","Limited ReportFull Report","47.783333333333","70.89","53.48","57.00","55.63","41.74","57.13","38.12","27.9","57.74","5.19","3.59","59.13","3.67","2.03","64.45","34.64","20.16","63.21","18.45","5.93","75.67","5.24","0","100.00","44.69","100.00","13.61","87.15","1.008"
" 2019-10-05 - Canadiens 6, Maple Leafs 5","Toronto Maple Leafs","Limited ReportFull Report","47.783333333333","53.48","70.89","43.00","41.74","55.63","42.87","27.9","38.12","42.26","3.59","5.19","40.87","2.03","3.67","35.55","20.16","34.64","36.79","5.93","18.45","24.33","0","5.24","0.00","0.00","55.31","12.85","86.39","0.992"
" 2019-10-05 - Rangers 4, Senators 1","New York Rangers","Limited ReportFull Report","46.116666666667","70.14","59.87","53.95","45.4","40.07","53.12","31.28","28.96","51.93","1.37","1.2","53.35","1.41","2.18","39.39","18.88","25.09","42.94","2.99","8.91","25.11","0","1.19","0.00","0.00","82.16","4.39","95.85","1.002"
" 2019-10-05 - Rangers 4, Senators 1","Ottawa Senators","Limited ReportFull Report","46.116666666667","59.87","70.14","46.05","40.07","45.4","46.88","28.96","31.28","48.07","1.2","1.37","46.65","2.18","1.41","60.61","25.09","18.88","57.06","8.91","2.99","74.89","1.19","0","100.00","17.84","100.00","4.15","95.61","0.998"
" 2019-10-05 - Lightning 3, Panthers 4","Tampa Bay Lightning","Limited ReportFull Report","51.1","46.96","41.19","53.27","35.57","37.31","48.80","32.06","26.59","54.66","2.37","2.31","50.59","4.14","1.72","70.65","25.74","20.08","56.17","16.62","7.04","70.26","2.42","2.26","51.62","15.93","61.80","7.39","91.30","0.987"
" 2019-10-05 - Lightning 3, Panthers 4","Florida Panthers","Limited ReportFull Report","51.1","41.19","46.96","46.73","37.31","35.57","51.20","26.59","32.06","45.34","2.31","2.37","49.41","1.72","4.14","29.35","20.08","25.74","43.83","7.04","16.62","29.74","2.26","2.42","48.38","38.20","84.07","8.70","92.61","1.013"
" 2019-10-05 - Blue Jackets 2, Penguins 7","Columbus Blue Jackets","Limited ReportFull Report","51.516666666667","45.11","71.93","38.54","37.01","54.77","40.32","26.56","40.21","39.78","2.35","6.87","25.50","1.74","2.65","39.65","17.15","36.66","31.87","4.61","7.83","37.05","1.21","1.1","52.38","35.43","83.93","8.85","82.92","0.918"
" 2019-10-05 - Blue Jackets 2, Penguins 7","Pittsburgh Penguins","Limited ReportFull Report","51.516666666667","71.93","45.11","61.46","54.77","37.01","59.68","40.21","26.56","60.22","6.87","2.35","74.50","2.65","1.74","60.35","36.66","17.15","68.13","7.83","4.61","62.95","1.1","1.21","47.62","16.07","64.57","17.08","91.15","1.082"
" 2019-10-05 - Hurricanes 3, Capitals 2","Carolina Hurricanes","Limited ReportFull Report","41.716666666667","44.12","63.42","41.02","36.04","47.35","43.22","24.4","27.52","47.00","1.45","2.78","34.36","2.23","2.72","45.00","24.86","29.4","45.82","10.41","9.77","51.60","1.45","2.78","34.34","14.12","67.41","5.96","89.90","0.959"
" 2019-10-05 - Hurricanes 3, Capitals 2","Washington Capitals","Limited ReportFull Report","41.716666666667","63.42","44.12","58.98","47.35","36.04","56.78","27.52","24.4","53.00","2.78","1.45","65.64","2.72","2.23","55.00","29.4","24.86","54.18","9.77","10.41","48.40","2.78","1.45","65.66","32.59","85.88","10.10","94.04","1.041"
" 2019-10-05 - Stars 2, Blues 3","Dallas Stars","Limited ReportFull Report","49.75","42.36","55","43.51","34.12","44.24","43.54","25.36","30.06","45.76","1.27","3.39","27.32","1.95","1.27","60.68","18.46","17.39","51.48","7.48","3.39","68.79","0","0","-","0.00","100.00","5.02","88.72","0.937"
" 2019-10-05 - Stars 2, Blues 3","St Louis Blues","Limited ReportFull Report","49.75","55","42.36","56.49","44.24","34.12","56.46","30.06","25.36","54.24","3.39","1.27","72.68","1.27","1.95","39.32","17.39","18.46","48.52","3.39","7.48","31.21","0","0","-","0.00","100.00","11.28","94.98","1.063"
" 2019-10-05 - Red Wings 5, Predators 3","Detroit Red Wings","Limited ReportFull Report","51.433333333333","45.46","72.87","38.42","37.53","55.46","40.36","23.72","41.86","36.17","4.95","2.16","69.68","1.26","2.26","35.93","10.14","17.97","36.08","2.55","6.19","29.13","1.26","1.07","54.10","49.92","74.41","20.88","94.85","1.157"
" 2019-10-05 - Red Wings 5, Predators 3","Nashville Predators","Limited ReportFull Report","51.433333333333","72.87","45.46","61.58","55.46","37.53","59.64","41.86","23.72","63.83","2.16","4.95","30.32","2.26","1.26","64.07","17.97","10.14","63.92","6.19","2.55","70.87","1.07","1.26","45.90","25.59","50.08","5.15","79.12","0.843"
" 2019-10-05 - Wild 2, Avalanche 4","Minnesota Wild","Limited ReportFull Report","40.416666666667","51.23","59.04","46.46","40.5","43.32","48.32","31.93","34.55","48.02","1.51","2.87","34.43","2.36","2.24","51.29","23.66","26.31","47.35","10.4","11.38","47.75","0","2.87","0.00","0.00","71.64","4.72","91.70","0.964"
" 2019-10-05 - Wild 2, Avalanche 4","Colorado Avalanche","Limited ReportFull Report","40.416666666667","59.04","51.23","53.54","43.32","40.5","51.68","34.55","31.93","51.98","2.87","1.51","65.57","2.24","2.36","48.71","26.31","23.66","52.65","11.38","10.4","52.25","2.87","0","100.00","28.36","100.00","8.30","95.28","1.036"
" 2019-10-05 - Bruins 1, Coyotes 0","Boston Bruins","Limited ReportFull Report","49.066666666667","66.39","55.99","54.25","43.78","44.11","49.81","28.92","32.89","46.79","1.29","0","100.00","2.02","2.13","48.69","30.53","27.84","52.30","10.86","10.99","49.72","0","0","-","0.00","100.00","4.47","100.00","1.045"
" 2019-10-05 - Bruins 1, Coyotes 0","Arizona Coyotes","Limited ReportFull Report","49.066666666667","55.99","66.39","45.75","44.11","43.78","50.19","32.89","28.92","53.21","0","1.29","0.00","2.13","2.02","51.31","27.84","30.53","47.70","10.99","10.86","50.28","0","0","-","0.00","100.00","0.00","95.53","0.955"
" 2019-10-05 - Canucks 0, Flames 3","Vancouver Canucks","Limited ReportFull Report","40.533333333333","55.69","58.66","48.70","36.86","50.34","42.27","22.82","35.42","39.19","0","2.86","0.00","1.91","2.43","43.96","20.54","26.7","43.48","7.47","10.23","42.21","0","1.47","0.00","0.00","83.44","0.00","91.92","0.919"
" 2019-10-05 - Canucks 0, Flames 3","Calgary Flames","Limited ReportFull Report","40.533333333333","58.66","55.69","51.30","50.34","36.86","57.73","35.42","22.82","60.81","2.86","0","100.00","2.43","1.91","56.04","26.7","20.54","56.52","10.23","7.47","57.79","1.47","0","100.00","16.56","100.00","8.08","100.00","1.081"
" 2019-10-05 - Kings 5, Oilers 6","Los Angeles Kings","Limited ReportFull Report","44.083333333333","55.91","46.61","54.54","40.55","33.43","54.81","32.02","27.16","54.10","5.69","3.8","59.97","2.74","2","57.84","27.43","20.55","57.16","14.71","7.49","66.25","2.88","2.53","53.24","24.59","49.27","17.77","86.01","1.038"
" 2019-10-05 - Kings 5, Oilers 6","Edmonton Oilers","Limited ReportFull Report","44.083333333333","46.61","55.91","45.46","33.43","40.55","45.19","27.16","32.02","45.90","3.8","5.69","40.03","2","2.74","42.16","20.55","27.43","42.84","7.49","14.71","33.75","2.53","2.88","46.76","50.73","75.41","13.99","82.23","0.962"
" 2019-10-05 - Sharks 1, Ducks 3","San Jose Sharks","Limited ReportFull Report","46.866666666667","56.06","62.23","47.39","39.56","52","43.20","29.42","32","47.90","1.29","3.68","26.02","1.59","2.6","38.01","21.67","34.72","38.43","5.1","11.45","30.82","0","2.47","0.00","0.00","72.47","4.40","88.49","0.929"
" 2019-10-05 - Sharks 1, Ducks 3","Anaheim Ducks","Limited ReportFull Report","46.866666666667","62.23","56.06","52.61","52","39.56","56.80","32","29.42","52.10","3.68","1.29","73.98","2.6","1.59","61.99","34.72","21.67","61.57","11.45","5.1","69.18","2.47","0","100.00","27.53","100.00","11.51","95.60","1.071"
" 2019-10-06 - Lightning 3, Hurricanes 4","Tampa Bay Lightning","Limited ReportFull Report","48.8","34.9","78.58","30.75","23.96","61.08","28.17","15.73","40.61","27.91","2.57","1.16","68.87","1.48","3.51","29.63","18.74","36.93","33.66","3.99","12.1","24.81","0","0","-","0.00","100.00","16.32","97.14","1.135"
" 2019-10-06 - Lightning 3, Hurricanes 4","Carolina Hurricanes","Limited ReportFull Report","48.8","78.58","34.9","69.25","61.08","23.96","71.83","40.61","15.73","72.09","1.16","2.57","31.13","3.51","1.48","70.37","36.93","18.74","66.34","12.1","3.99","75.19","0","0","-","0.00","100.00","2.86","83.68","0.865"
" 2019-10-06 - Stars 3, Red Wings 4","Dallas Stars","Limited ReportFull Report","41.066666666667","36.62","45.9","44.37","28.94","38.27","43.06","25.82","34.56","42.76","4.59","4.11","52.80","2.09","2.21","48.62","17.1","15.04","53.20","9.4","9.48","49.77","3.06","2.72","52.94","39.28","71.67","17.79","88.12","1.059"
" 2019-10-06 - Stars 3, Red Wings 4","Detroit Red Wings","Limited ReportFull Report","41.066666666667","45.9","36.62","55.63","38.27","28.94","56.94","34.56","25.82","57.24","4.11","4.59","47.20","2.21","2.09","51.38","15.04","17.1","46.80","9.48","9.4","50.23","2.72","3.06","47.06","28.33","60.72","11.88","82.21","0.941"
" 2019-10-06 - Jets 1, Islanders 4","Winnipeg Jets","Limited ReportFull Report","54.1","64.33","51.09","55.74","45.67","42.38","51.87","36.16","31.05","53.81","1.11","3.28","25.33","1.91","2.78","40.76","30.26","24.91","54.85","8.84","15.51","36.31","1.13","3.24","25.94","13.00","73.88","3.08","89.43","0.925"
" 2019-10-06 - Jets 1, Islanders 4","New York Islanders","Limited ReportFull Report","54.1","51.09","64.33","44.26","42.38","45.67","48.13","31.05","36.16","46.19","3.28","1.11","74.67","2.78","1.91","59.24","24.91","30.26","45.15","15.51","8.84","63.69","3.24","1.13","74.06","26.12","87.00","10.57","96.92","1.075"
" 2019-10-07 - Blues 3, Maple Leafs 2","St Louis Blues","Limited ReportFull Report","45.366666666667","51.4","78.61","39.54","42.84","62.37","40.72","30.17","36.85","45.02","4.13","2.47","62.59","2.32","3.65","38.90","19.57","34.92","35.92","5.47","19.62","21.81","1.34","2.46","35.20","24.70","80.11","13.69","93.30","1.070"
" 2019-10-07 - Blues 3, Maple Leafs 2","Toronto Maple Leafs","Limited ReportFull Report","45.366666666667","78.61","51.4","60.46","62.37","42.84","59.28","36.85","30.17","54.98","2.47","4.13","37.41","3.65","2.32","61.10","34.92","19.57","64.08","19.62","5.47","78.19","2.46","1.34","64.80","19.89","75.30","6.70","86.31","0.930"
" 2019-10-07 - Sabres 3, Blue Jackets 4","Buffalo Sabres","Limited ReportFull Report","50.816666666667","48.25","56.53","46.05","31.99","42.25","43.09","17.91","36.54","32.89","1.19","1.11","51.74","1.49","1.78","45.48","14.51","21.66","40.11","4.87","3.46","58.46","1.19","0","100.00","49.39","100.00","6.67","96.95","1.036"
" 2019-10-07 - Sabres 3, Blue Jackets 4","Columbus Blue Jackets","Limited ReportFull Report","50.816666666667","56.53","48.25","53.95","42.25","31.99","56.91","36.54","17.91","67.11","1.11","1.19","48.26","1.78","1.49","54.52","21.66","14.51","59.89","3.46","4.87","41.54","0","1.19","0.00","0.00","50.61","3.05","93.33","0.964"
" 2019-10-08 - Hurricanes 6, Panthers 3","Carolina Hurricanes","Limited ReportFull Report","40.616666666667","50.27","61.49","44.98","36.31","47.72","43.21","31.51","42.93","42.33","4.75","1.35","77.81","2.45","3.35","42.21","25.08","37.67","39.97","11.76","18.52","38.83","3.16","1.34","70.22","26.89","92.21","15.08","96.84","1.119"
" 2019-10-08 - Hurricanes 6, Panthers 3","Florida Panthers","Limited ReportFull Report","40.616666666667","61.49","50.27","55.02","47.72","36.31","56.79","42.93","31.51","57.67","1.35","4.75","22.19","3.35","2.45","57.79","37.67","25.08","60.03","18.52","11.76","61.17","1.34","3.16","29.78","7.79","73.11","3.16","84.92","0.881"
" 2019-10-08 - Oilers 5, Islanders 2","Edmonton Oilers","Limited ReportFull Report","47.816666666667","55.66","51.19","52.09","38.27","36.06","51.49","23.13","27.43","45.74","3.94","1.15","77.41","1.62","1.26","56.20","23.28","14.96","60.88","6.97","5.38","56.46","1.34","1.14","54.12","23.51","73.79","17.05","95.81","1.129"
" 2019-10-08 - Oilers 5, Islanders 2","New York Islanders","Limited ReportFull Report","47.816666666667","51.19","55.66","47.91","36.06","38.27","48.51","27.43","23.13","54.26","1.15","3.94","22.59","1.26","1.62","43.80","14.96","23.28","39.12","5.38","6.97","43.54","1.14","1.34","45.88","26.21","76.49","4.19","82.95","0.871"
" 2019-10-08 - Jets 4, Penguins 1","Winnipeg Jets","Limited ReportFull Report","56","40.08","54.16","42.53","31.62","46.08","40.69","25.97","31.31","45.34","4.49","1.01","81.63","1.85","2.61","41.45","21.28","24.34","46.64","9.42","12.05","43.90","1.15","1.01","53.21","16.11","89.13","17.30","96.77","1.141"
" 2019-10-08 - Jets 4, Penguins 1","Pittsburgh Penguins","Limited ReportFull Report","56","54.16","40.08","57.47","46.08","31.62","59.31","31.31","25.97","54.66","1.01","4.49","18.37","2.61","1.85","58.55","24.34","21.28","53.36","12.05","9.42","56.10","1.01","1.15","46.79","10.87","83.89","3.23","82.70","0.859"
" 2019-10-08 - Stars 4, Capitals 3","Dallas Stars","Limited ReportFull Report","45.15","36.35","57.5","38.73","27.47","45.07","37.87","23.5","31.67","42.60","4.09","2.51","62.00","2.12","2.18","49.37","18.87","28.52","39.82","10.91","11.68","48.30","4.09","0","100.00","37.92","100.00","17.41","92.08","1.095"
" 2019-10-08 - Stars 4, Capitals 3","Washington Capitals","Limited ReportFull Report","45.15","57.5","36.35","61.27","45.07","27.47","62.13","31.67","23.5","57.40","2.51","4.09","38.00","2.18","2.12","50.63","28.52","18.87","60.18","11.68","10.91","51.70","0","4.09","0.00","0.00","62.08","7.92","82.59","0.905"
" 2019-10-08 - Ducks 3, Red Wings 1","Anaheim Ducks","Limited ReportFull Report","46.9","47.53","46.04","50.79","34.46","38.72","47.09","30.38","28.11","51.94","4.02","0","100.00","1.83","1.9","49.04","25.39","24.04","51.36","6.65","7.18","48.12","2.65","0","100.00","50.57","100.00","13.24","100.00","1.132"
" 2019-10-08 - Ducks 3, Red Wings 1","Detroit Red Wings","Limited ReportFull Report","46.9","46.04","47.53","49.21","38.72","34.46","52.91","28.11","30.38","48.06","0","4.02","0.00","1.9","1.83","50.96","24.04","25.39","48.64","7.18","6.65","51.88","0","2.65","0.00","0.00","49.43","0.00","86.76","0.868"
" 2019-10-08 - Sharks 2, Predators 5","San Jose Sharks","Limited ReportFull Report","46.633333333333","67.99","44.72","60.32","51.73","38.7","57.20","36.98","22.64","62.03","1.29","3.75","25.61","2.19","1.59","57.96","29.09","18.13","61.61","12.8","9.06","58.54","0","1.24","0.00","0.00","76.43","3.49","83.42","0.869"
" 2019-10-08 - Sharks 2, Predators 5","Nashville Predators","Limited ReportFull Report","46.633333333333","44.72","67.99","39.68","38.7","51.73","42.80","22.64","36.98","37.97","3.75","1.29","74.39","1.59","2.19","42.04","18.13","29.09","38.39","9.06","12.8","41.46","1.24","0","100.00","23.57","100.00","16.58","96.51","1.131"
