"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
" 2021-03-05 - Golden Knights 5, Sharks 4","Vegas Golden Knights","Limited ReportFull Report","42","60.81","42.46","58.88","34.74","31.54","52.41","28.46","26.63","51.66","6.08","4.04","60.10","1.47","1.8","44.92","22.08","21.31","50.88","6.24","8.75","41.61","3.06","1.31","69.99","98.76","82.50","21.37","84.84","1.062"
" 2021-03-05 - Golden Knights 5, Sharks 4","San Jose Sharks","Limited ReportFull Report","42","42.46","60.81","41.12","31.54","34.74","47.59","26.63","28.46","48.34","4.04","6.08","39.90","1.8","1.47","55.08","21.31","22.08","49.12","8.75","6.24","58.39","1.31","3.06","30.01","17.50","1.24","15.16","78.63","0.938"
" 2021-03-06 - Rangers 6, Devils 3","New York Rangers","Limited ReportFull Report","48.6","39.18","50.42","43.72","31.72","41.75","43.17","28.7","25.8","52.66","5.26","3.45","60.40","2.35","1.85","55.92","17.88","21.63","45.26","6.85","2.09","76.63","3.96","0","100.00","58.11","-","18.31","86.64","1.050"
" 2021-03-06 - Rangers 6, Devils 3","New Jersey Devils","Limited ReportFull Report","48.6","50.42","39.18","56.28","41.75","31.72","56.83","25.8","28.7","47.34","3.45","5.26","39.60","1.85","2.35","44.08","21.63","17.88","54.74","2.09","6.85","23.37","0","3.96","0.00","-","41.89","13.36","81.69","0.950"
" 2021-03-06 - Sabres 2, Islanders 5","Buffalo Sabres","Limited ReportFull Report","58","48.06","51.71","48.17","35.14","40.45","46.49","20.3","29.85","40.48","2.13","4.99","29.92","2.63","2.82","48.28","32.65","31.43","50.96","17.44","14.23","55.07","1.06","3.95","21.14","12.38","61.68","10.50","83.27","0.938"
" 2021-03-06 - Sabres 2, Islanders 5","New York Islanders","Limited ReportFull Report","58","51.71","48.06","51.83","40.45","35.14","53.51","29.85","20.3","59.52","4.99","2.13","70.08","2.82","2.63","51.72","31.43","32.65","49.04","14.23","17.44","44.93","3.95","1.06","78.86","38.32","87.62","16.73","89.50","1.062"
" 2021-03-06 - Panthers 6, Predators 2","Florida Panthers","Limited ReportFull Report","49.733333333333","45.4","61.12","42.62","33.63","44.44","43.08","23.02","30.07","43.37","6.32","1.11","85.11","1.46","1.65","46.83","15.57","22.38","41.04","5.22","6.19","45.75","5.08","1.1","82.26","97.72","78.57","27.47","96.32","1.238"
" 2021-03-06 - Panthers 6, Predators 2","Nashville Predators","Limited ReportFull Report","49.733333333333","61.12","45.4","57.38","44.44","33.63","56.92","30.07","23.02","56.63","1.11","6.32","14.89","1.65","1.46","53.17","22.38","15.57","58.96","6.19","5.22","54.25","1.1","5.08","17.74","21.43","2.28","3.68","72.53","0.762"
" 2021-03-06 - Jets 1, Canadiens 7","Winnipeg Jets","Limited ReportFull Report","54.416666666667","50.8","55.88","47.62","37.73","41.23","47.78","26.06","30.85","45.79","0","7.61","0.00","2.35","2.32","50.29","23.95","22.38","51.69","8.85","11.01","44.56","0","4.26","0.00","0.00","57.42","0.00","75.33","0.753"
" 2021-03-06 - Jets 1, Canadiens 7","Montreal Canadiens","Limited ReportFull Report","54.416666666667","55.88","50.8","52.38","41.23","37.73","52.22","30.85","26.06","54.21","7.61","0","100.00","2.32","2.35","49.71","22.38","23.95","48.31","11.01","8.85","55.44","4.26","0","100.00","42.58","100.00","24.67","100.00","1.247"
" 2021-03-06 - Flames 2, Oilers 3","Calgary Flames","Limited ReportFull Report","50","51.03","54.27","48.46","43.15","37.28","53.65","35.24","31.73","52.62","1.27","3.35","27.46","3.15","1.72","64.75","26.83","20.14","57.12","12.91","5.55","69.94","0","1.1","0.00","0.00","75.35","3.60","89.44","0.930"
" 2021-03-06 - Flames 2, Oilers 3","Edmonton Oilers","Limited ReportFull Report","50","54.27","51.03","51.54","37.28","43.15","46.35","31.73","35.24","47.38","3.35","1.27","72.54","1.72","3.15","35.25","20.14","26.83","42.88","5.55","12.91","30.06","1.1","0","100.00","24.65","100.00","10.56","96.40","1.070"
" 2021-03-06 - Maple Leafs 2, Canucks 4","Toronto Maple Leafs","Limited ReportFull Report","54.316666666667","73.82","50.02","59.61","52.81","36.68","59.01","42.5","26.26","61.81","2.28","2.13","51.70","2.56","1.58","61.92","36.15","22.6","61.53","8.45","7.19","54.03","0","1.04","0.00","0.00","79.86","5.37","91.87","0.972"
" 2021-03-06 - Maple Leafs 2, Canucks 4","Vancouver Canucks","Limited ReportFull Report","54.316666666667","50.02","73.82","40.39","36.68","52.81","40.99","26.26","42.5","38.19","2.13","2.28","48.30","1.58","2.56","38.08","22.6","36.15","38.47","7.19","8.45","45.97","1.04","0","100.00","20.14","100.00","8.13","94.63","1.028"
" 2021-03-06 - Blue Jackets 0, Stars 5","Columbus Blue Jackets","Limited ReportFull Report","45.383333333333","40.36","54.63","42.49","34.07","35.25","49.15","25.61","25.13","50.47","0","3.87","0.00","1.27","1.44","46.94","18.94","18.98","49.95","3.86","7.91","32.81","0","2.54","0.00","0.00","51.61","0.00","84.61","0.846"
" 2021-03-06 - Blue Jackets 0, Stars 5","Dallas Stars","Limited ReportFull Report","45.383333333333","54.63","40.36","57.51","35.25","34.07","50.85","25.13","25.61","49.53","3.87","0","100.00","1.44","1.27","53.06","18.98","18.94","50.05","7.91","3.86","67.19","2.54","0","100.00","48.39","100.00","15.39","100.00","1.154"
" 2021-03-06 - Ducks 5, Avalanche 4","Anaheim Ducks","Limited ReportFull Report","54.15","51.68","50.65","50.51","30.43","32.36","48.46","26.98","26.35","50.59","3.49","3.19","52.19","1.2","1.48","44.69","17.61","22.62","43.77","6.06","5.98","50.34","1.2","2.13","36.06","24.30","47.43","12.92","87.88","1.008"
" 2021-03-06 - Ducks 5, Avalanche 4","Colorado Avalanche","Limited ReportFull Report","54.15","50.65","51.68","49.49","32.36","30.43","51.54","26.35","26.98","49.41","3.19","3.49","47.81","1.48","1.2","55.31","22.62","17.61","56.23","5.98","6.06","49.66","2.13","1.2","63.94","52.57","75.70","12.12","87.08","0.992"
" 2021-03-06 - Wild 2, Coyotes 5","Minnesota Wild","Limited ReportFull Report","46.383333333333","54.35","59.45","47.76","47.09","36.87","56.08","32.79","28.59","53.42","2.76","3.7","42.69","3.84","2.62","59.43","37.25","31.52","54.17","17.95","9.5","65.38","1.37","1.2","53.25","10.12","83.17","8.41","87.04","0.955"
" 2021-03-06 - Wild 2, Coyotes 5","Arizona Coyotes","Limited ReportFull Report","46.383333333333","59.45","54.35","52.24","36.87","47.09","43.92","28.59","32.79","46.58","3.7","2.76","57.31","2.62","3.84","40.57","31.52","37.25","45.83","9.5","17.95","34.62","1.2","1.37","46.75","16.83","89.88","12.96","91.59","1.045"
" 2021-03-06 - Blues 3, Kings 4","St Louis Blues","Limited ReportFull Report","53.6","36.36","47.83","43.19","33.38","33.27","50.08","27","24.56","52.36","2.39","2.06","53.67","1.89","1.51","55.63","23.77","23.03","50.80","11.23","9.86","53.24","2.4","1.03","69.99","32.35","79.40","8.84","91.61","1.005"
" 2021-03-06 - Blues 3, Kings 4","Los Angeles Kings","Limited ReportFull Report","53.6","47.83","36.36","56.81","33.27","33.38","49.92","24.56","27","47.64","2.06","2.39","46.33","1.51","1.89","44.37","23.03","23.77","49.20","9.86","11.23","46.76","1.03","2.4","30.01","20.60","67.65","8.39","91.16","0.995"
" 2021-03-06 - Golden Knights 4, Sharks 0","Vegas Golden Knights","Limited ReportFull Report","53.85","71.51","45.43","61.15","51.21","34.58","59.69","36.47","22.02","62.35","4.75","0","100.00","3.55","1.76","66.86","40.64","23.62","63.24","16.13","9.8","62.19","1.19","0","100.00","13.86","100.00","13.03","100.00","1.130"
" 2021-03-06 - Golden Knights 4, Sharks 0","San Jose Sharks","Limited ReportFull Report","53.85","45.43","71.51","38.85","34.58","51.21","40.31","22.02","36.47","37.65","0","4.75","0.00","1.76","3.55","33.14","23.62","40.64","36.76","9.8","16.13","37.81","0","1.19","0.00","0.00","86.14","0.00","86.97","0.870"
" 2021-03-06 - Flyers 3, Penguins 4","Philadelphia Flyers","Limited ReportFull Report","43.283333333333","32.87","38.85","45.83","21.55","30.68","41.27","17.1","26.77","38.99","1.46","2.59","36.13","1.51","1.62","48.23","14.46","11.79","55.09","5.91","6.57","47.36","1.47","1.31","52.92","25.11","80.36","8.56","90.33","0.989"
" 2021-03-06 - Flyers 3, Penguins 4","Pittsburgh Penguins","Limited ReportFull Report","43.283333333333","38.85","32.87","54.17","30.68","21.55","58.73","26.77","17.1","61.01","2.59","1.46","63.87","1.62","1.51","51.77","11.79","14.46","44.91","6.57","5.91","52.64","1.31","1.47","47.08","19.64","74.89","9.67","91.44","1.011"
" 2021-03-07 - Panthers 2, Hurricanes 4","Florida Panthers","Limited ReportFull Report","41.833333333333","41.93","65.65","38.97","32.73","51.45","38.88","18.87","33.26","36.19","2.9","2.83","50.55","1.64","3","35.37","18.19","30.72","37.19","9.91","11.53","46.23","0","1.38","0.00","0.00","84.26","15.34","91.49","1.068"
" 2021-03-07 - Panthers 2, Hurricanes 4","Carolina Hurricanes","Limited ReportFull Report","41.833333333333","65.65","41.93","61.03","51.45","32.73","61.12","33.26","18.87","63.81","2.83","2.9","49.45","3","1.64","64.63","30.72","18.19","62.81","11.53","9.91","53.77","1.38","0","100.00","15.74","100.00","8.51","84.66","0.932"
" 2021-03-07 - Devils 1, Bruins 0","New Jersey Devils","Limited ReportFull Report","47.183333333333","51.11","56.4","47.54","39.37","44.23","47.09","27.45","33.29","45.20","1.34","0","100.00","1.99","1.6","55.36","25.33","19.29","56.77","12.19","4.69","72.22","1.35","0","100.00","20.09","100.00","4.89","100.00","1.049"
" 2021-03-07 - Devils 1, Bruins 0","Boston Bruins","Limited ReportFull Report","47.183333333333","56.4","51.11","52.46","44.23","39.37","52.91","33.29","27.45","54.80","0","1.34","0.00","1.6","1.99","44.64","19.29","25.33","43.23","4.69","12.19","27.78","0","1.35","0.00","0.00","79.91","0.00","95.11","0.951"
" 2021-03-07 - Predators 4, Stars 3","Nashville Predators","Limited ReportFull Report","44.266666666667","41.54","53.3","43.80","30.52","40.02","43.27","21.01","32.08","39.58","1.46","1.24","53.99","1.19","2.7","30.66","20.03","33.06","37.73","4.71","17.3","21.39","1.47","1.23","54.38","31.06","90.28","6.94","96.13","1.031"
" 2021-03-07 - Predators 4, Stars 3","Dallas Stars","Limited ReportFull Report","44.266666666667","53.3","41.54","56.20","40.02","30.52","56.73","32.08","21.01","60.42","1.24","1.46","46.01","2.7","1.19","69.34","33.06","20.03","62.27","17.3","4.71","78.61","1.23","1.47","45.62","9.72","68.94","3.87","93.06","0.969"
" 2021-03-07 - Sabres 2, Islanders 5","Buffalo Sabres","Limited ReportFull Report","53.75","48.32","49.89","49.20","38.81","39.02","49.86","26.74","33.43","44.44","2.25","4.36","34.07","2.38","2.58","48.00","22.1","30.44","42.06","8.92","16.62","34.94","1.14","3.23","26.09","26.01","77.88","8.43","86.96","0.954"
" 2021-03-07 - Sabres 2, Islanders 5","New York Islanders","Limited ReportFull Report","53.75","49.89","48.32","50.80","39.02","38.81","50.14","33.43","26.74","55.56","4.36","2.25","65.93","2.58","2.38","52.00","30.44","22.1","57.94","16.62","8.92","65.06","3.23","1.14","73.91","22.12","73.99","13.04","91.57","1.046"
" 2021-03-07 - Rangers 1, Penguins 5","New York Rangers","Limited ReportFull Report","52.066666666667","38.62","37.76","50.56","29.54","26.49","52.72","26.13","21.56","54.79","1.22","5.57","17.92","1.44","1.56","48.14","13.56","16.48","45.15","6.98","10.41","40.15","0","4.46","0.00","0.00","57.70","4.66","74.14","0.788"
" 2021-03-07 - Rangers 1, Penguins 5","Pittsburgh Penguins","Limited ReportFull Report","52.066666666667","37.76","38.62","49.44","26.49","29.54","47.28","21.56","26.13","45.21","5.57","1.22","82.08","1.56","1.44","51.86","16.48","13.56","54.85","10.41","6.98","59.85","4.46","0","100.00","42.30","100.00","25.86","95.34","1.212"
" 2021-03-07 - Lightning 6, Blackhawks 3","Tampa Bay Lightning","Limited ReportFull Report","40.766666666667","65.69","48.95","57.30","53.24","33.03","61.71","42.7","27.13","61.15","3.08","2.84","52.01","2.79","1.63","63.10","34.17","22.69","60.10","17.12","12.76","57.30","1.52","2.8","35.21","10.83","75.65","7.21","89.53","0.967"
" 2021-03-07 - Lightning 6, Blackhawks 3","Chicago Blackhawks","Limited ReportFull Report","40.766666666667","48.95","65.69","42.70","33.03","53.24","38.29","27.13","42.7","38.85","2.84","3.08","47.99","1.63","2.79","36.90","22.69","34.17","39.90","12.76","17.12","42.70","2.8","1.52","64.79","24.35","89.17","10.47","92.79","1.033"
" 2021-03-07 - Senators 4, Flames 3","Ottawa Senators","Limited ReportFull Report","41.266666666667","43.35","59.3","42.23","28.63","39.58","41.97","22.09","25.32","46.59","3.1","2.73","53.22","2.01","2.72","42.55","21.03","29.04","42.00","6.56","11.72","35.87","1.57","1.33","54.10","24.00","88.67","14.04","89.23","1.033"
" 2021-03-07 - Senators 4, Flames 3","Calgary Flames","Limited ReportFull Report","41.266666666667","59.3","43.35","57.77","39.58","28.63","58.03","25.32","22.09","53.41","2.73","3.1","46.78","2.72","2.01","57.45","29.04","21.03","58.00","11.72","6.56","64.13","1.33","1.57","45.90","11.33","76.00","10.77","85.96","0.967"
" 2021-03-07 - Capitals 3, Flyers 1","Washington Capitals","Limited ReportFull Report","43.466666666667","62.3","42.35","59.53","46.09","36.03","56.13","30.92","29.2","51.43","4.34","1.3","76.92","1.9","1.64","53.66","28.62","16.88","62.90","7.27","7.58","48.99","0","0","-","0.00","100.00","14.03","95.54","1.096"
" 2021-03-07 - Capitals 3, Flyers 1","Philadelphia Flyers","Limited ReportFull Report","43.466666666667","42.35","62.3","40.47","36.03","46.09","43.87","29.2","30.92","48.57","1.3","4.34","23.08","1.64","1.9","46.34","16.88","28.62","37.10","7.58","7.27","51.01","0","0","-","0.00","100.00","4.46","85.97","0.904"
" 2021-03-08 - Blues 2, Sharks 3","St Louis Blues","Limited ReportFull Report","50.8","57.27","39.59","59.13","37.76","23.14","62.00","27.63","15.54","64.00","1.25","0","100.00","2.61","1.18","68.89","24.2","17.45","58.10","12.89","7.54","63.08","0","0","-","0.00","100.00","4.52","100.00","1.045"
" 2021-03-08 - Blues 2, Sharks 3","San Jose Sharks","Limited ReportFull Report","50.8","39.59","57.27","40.87","23.14","37.76","38.00","15.54","27.63","36.00","0","1.25","0.00","1.18","2.61","31.11","17.45","24.2","41.90","7.54","12.89","36.92","0","0","-","0.00","100.00","0.00","95.48","0.955"
" 2021-03-08 - Senators 2, Oilers 3","Ottawa Senators","Limited ReportFull Report","47.65","65.3","74.06","46.86","46.19","54.49","45.88","31.06","40.43","43.44","2.61","2.41","51.99","2.64","3.46","43.27","32.05","38.18","45.64","11.8","15.9","42.60","0","1.16","0.00","0.00","89.53","8.40","94.04","1.024"
" 2021-03-08 - Senators 2, Oilers 3","Edmonton Oilers","Limited ReportFull Report","47.65","74.06","65.3","53.14","54.49","46.19","54.12","40.43","31.06","56.56","2.41","2.61","48.01","3.46","2.64","56.73","38.18","32.05","54.36","15.9","11.8","57.40","1.16","0","100.00","10.47","100.00","5.96","91.60","0.976"
" 2021-03-08 - Canadiens 1, Canucks 2","Montreal Canadiens","Limited ReportFull Report","51.166666666667","75.25","39.76","65.43","46.24","30.79","60.03","30.67","21.43","58.87","0","0","-","2.91","1.92","60.20","38.74","21.06","64.79","7.86","7.25","52.03","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-03-08 - Canadiens 1, Canucks 2","Vancouver Canucks","Limited ReportFull Report","51.166666666667","39.76","75.25","34.57","30.79","46.24","39.97","21.43","30.67","41.13","0","0","-","1.92","2.91","39.80","21.06","38.74","35.21","7.25","7.86","47.97","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-03-08 - Golden Knights 0, Wild 2","Vegas Golden Knights","Limited ReportFull Report","48.633333333333","39.23","44.3","46.96","30.01","27.43","52.25","25.16","24.91","50.24","0","1.16","0.00","1.08","1.51","41.67","12.35","21.92","36.03","5.03","9.69","34.16","0","1.16","0.00","0.00","86.42","0.00","95.33","0.953"
" 2021-03-08 - Golden Knights 0, Wild 2","Minnesota Wild","Limited ReportFull Report","48.633333333333","44.3","39.23","53.04","27.43","30.01","47.75","24.91","25.16","49.76","1.16","0","100.00","1.51","1.08","58.33","21.92","12.35","63.97","9.69","5.03","65.84","1.16","0","100.00","13.58","100.00","4.67","100.00","1.047"
" 2021-03-08 - Coyotes 3, Avalanche 2","Arizona Coyotes","Limited ReportFull Report","51.066666666667","34.7","52.94","39.59","21.72","39.51","35.47","15.36","29.9","33.94","2.51","0","100.00","0.96","1.73","35.83","11.64","23.29","33.32","5.22","9.38","35.76","1.24","0","100.00","23.89","100.00","16.31","100.00","1.163"
" 2021-03-08 - Coyotes 3, Avalanche 2","Colorado Avalanche","Limited ReportFull Report","51.066666666667","52.94","34.7","60.41","39.51","21.72","64.53","29.9","15.36","66.06","0","2.51","0.00","1.73","0.96","64.17","23.29","11.64","66.68","9.38","5.22","64.24","0","1.24","0.00","0.00","76.11","0.00","83.69","0.837"
" 2021-03-08 - Kings 5, Ducks 6","Los Angeles Kings","Limited ReportFull Report","52.55","49.33","43.31","53.25","35","31.26","52.82","25.98","20.88","55.45","3.47","4.36","44.30","2.55","1.76","59.10","25.72","28.17","47.73","16.5","9.98","62.31","3.49","3.28","51.54","29.80","57.92","13.35","79.11","0.925"
" 2021-03-08 - Kings 5, Ducks 6","Anaheim Ducks","Limited ReportFull Report","52.55","43.31","49.33","46.75","31.26","35","47.18","20.88","25.98","44.55","4.36","3.47","55.70","1.76","2.55","40.90","28.17","25.72","52.27","9.98","16.5","37.69","3.28","3.49","48.46","42.08","70.20","20.89","86.65","1.075"
" 2021-03-09 - Bruins 1, Islanders 2","Boston Bruins","Limited ReportFull Report","53.516666666667","52.9","47","52.95","39.94","30.01","57.10","26.94","22.67","54.31","0","0","-","1.9","1.77","51.79","27.42","25.1","52.21","7.28","11.41","38.95","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-03-09 - Bruins 1, Islanders 2","New York Islanders","Limited ReportFull Report","53.516666666667","47","52.9","47.05","30.01","39.94","42.90","22.67","26.94","45.69","0","0","-","1.77","1.9","48.21","25.1","27.42","47.79","11.41","7.28","61.05","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-03-09 - Sabres 4, Flyers 5","Buffalo Sabres","Limited ReportFull Report","48.65","39.02","64.53","37.69","30.56","43.86","41.06","22.27","29.54","42.99","5.2","3.51","59.72","2.45","3.15","43.68","20.2","38.06","34.67","15.03","13.37","52.92","2.64","2.31","53.36","19.43","81.24","23.37","88.12","1.115"
" 2021-03-09 - Sabres 4, Flyers 5","Philadelphia Flyers","Limited ReportFull Report","48.65","64.53","39.02","62.31","43.86","30.56","58.94","29.54","22.27","57.01","3.51","5.2","40.28","3.15","2.45","56.32","38.06","20.2","65.33","13.37","15.03","47.08","2.31","2.64","46.64","18.76","80.57","11.88","76.63","0.885"
" 2021-03-09 - Devils 4, Capitals 5","New Jersey Devils","Limited ReportFull Report","47.05","44.04","62.18","41.46","34.74","44.27","43.97","31.03","31.31","49.77","5.14","2.51","67.18","1.86","1.64","53.12","24.13","26.79","47.39","13.13","2.48","84.10","1.3","0","100.00","12.43","100.00","16.58","91.97","1.086"
" 2021-03-09 - Devils 4, Capitals 5","Washington Capitals","Limited ReportFull Report","47.05","62.18","44.04","58.54","44.27","34.74","56.03","31.31","31.03","50.23","2.51","5.14","32.82","1.64","1.86","46.88","26.79","24.13","52.61","2.48","13.13","15.90","0","1.3","0.00","0.00","87.57","8.03","83.42","0.914"
" 2021-03-09 - Predators 2, Hurricanes 3","Nashville Predators","Limited ReportFull Report","40.333333333333","62.89","66.33","48.67","43.88","44.04","49.91","25.24","35.57","41.50","3.17","0","100.00","3.01","1.85","61.92","31.95","30.72","50.98","12.99","11.05","54.03","1.61","0","100.00","19.65","100.00","12.57","100.00","1.126"
" 2021-03-09 - Predators 2, Hurricanes 3","Carolina Hurricanes","Limited ReportFull Report","40.333333333333","66.33","62.89","51.33","44.04","43.88","50.09","35.57","25.24","58.50","0","3.17","0.00","1.85","3.01","38.08","30.72","31.95","49.02","11.05","12.99","45.97","0","1.61","0.00","0.00","80.35","0.00","87.43","0.874"
" 2021-03-09 - Rangers 2, Penguins 4","New York Rangers","Limited ReportFull Report","52.3","59.28","41.44","58.86","35.13","30.75","53.32","29.33","22.73","56.34","1.21","2.19","35.58","1.92","1.19","61.75","28.12","13.27","67.93","12.86","5.45","70.25","0","1.14","0.00","0.00","74.68","4.13","90.35","0.945"
" 2021-03-09 - Rangers 2, Penguins 4","Pittsburgh Penguins","Limited ReportFull Report","52.3","41.44","59.28","41.14","30.75","35.13","46.68","22.73","29.33","43.66","2.19","1.21","64.42","1.19","1.92","38.25","13.27","28.12","32.07","5.45","12.86","29.75","1.14","0","100.00","25.32","100.00","9.65","95.87","1.055"
" 2021-03-09 - Panthers 4, Blue Jackets 2","Florida Panthers","Limited ReportFull Report","47.066666666667","69.45","53.52","56.48","50.49","45.24","52.74","37.52","30.8","54.92","1.35","2.43","35.71","3.09","2.47","55.57","39.51","33.92","53.80","18.62","10.04","64.96","0","2.37","0.00","0.00","57.55","3.59","92.13","0.957"
" 2021-03-09 - Panthers 4, Blue Jackets 2","Columbus Blue Jackets","Limited ReportFull Report","47.066666666667","53.52","69.45","43.52","45.24","50.49","47.26","30.8","37.52","45.08","2.43","1.35","64.29","2.47","3.09","44.43","33.92","39.51","46.20","10.04","18.62","35.04","2.37","0","100.00","42.45","100.00","7.87","96.41","1.043"
" 2021-03-09 - Lightning 4, Red Wings 3","Tampa Bay Lightning","Limited ReportFull Report","50.05","44.03","41.51","51.47","35.56","29.41","54.73","24.2","22.51","51.81","2.48","2.24","52.55","1.69","1.37","55.32","24.77","13.87","64.10","8.71","8.01","52.12","1.27","0","100.00","17.25","100.00","10.24","90.05","1.003"
" 2021-03-09 - Lightning 4, Red Wings 3","Detroit Red Wings","Limited ReportFull Report","50.05","41.51","44.03","48.53","29.41","35.56","45.27","22.51","24.2","48.19","2.24","2.48","47.45","1.37","1.69","44.68","13.87","24.77","35.90","8.01","8.71","47.88","0","1.27","0.00","0.00","82.75","9.95","89.76","0.997"
" 2021-03-09 - Jets 4, Maple Leafs 3","Winnipeg Jets","Limited ReportFull Report","49.633333333333","39.85","61.62","39.27","37.39","51.03","42.29","23.59","37.5","38.61","3.8","1.14","76.92","2.3","3.38","40.46","18.99","45.44","29.48","6.41","17.86","26.42","2.59","1.14","69.45","51.58","92.76","16.11","96.96","1.131"
" 2021-03-09 - Jets 4, Maple Leafs 3","Toronto Maple Leafs","Limited ReportFull Report","49.633333333333","61.62","39.85","60.73","51.03","37.39","57.71","37.5","23.59","61.39","1.14","3.8","23.08","3.38","2.3","59.54","45.44","18.99","70.52","17.86","6.41","73.58","1.14","2.59","30.55","7.24","48.42","3.04","83.89","0.869"
" 2021-03-09 - Blackhawks 1, Stars 6","Chicago Blackhawks","Limited ReportFull Report","50.15","34.93","62.38","35.89","25.59","48.56","34.51","21.25","38.16","35.77","1.21","5.87","17.12","1.16","3.54","24.65","12.71","30.98","29.10","3.51","13.25","20.95","0","3.46","0.00","0.00","71.60","5.71","84.61","0.903"
" 2021-03-09 - Blackhawks 1, Stars 6","Dallas Stars","Limited ReportFull Report","50.15","62.38","34.93","64.11","48.56","25.59","65.49","38.16","21.25","64.23","5.87","1.21","82.88","3.54","1.16","75.35","30.98","12.71","70.90","13.25","3.51","79.05","3.46","0","100.00","28.40","100.00","15.39","94.29","1.097"
" 2021-03-10 - Senators 1, Oilers 7","Ottawa Senators","Limited ReportFull Report","51.8","43.39","56.02","43.65","28.73","46.32","38.28","22.23","36.04","38.15","1.16","5.7","16.95","1.82","3.12","36.88","20.94","29.06","41.88","7.98","15.29","34.27","1.18","1.15","50.81","26.71","90.34","5.23","84.19","0.894"
" 2021-03-10 - Senators 1, Oilers 7","Edmonton Oilers","Limited ReportFull Report","51.8","56.02","43.39","56.35","46.32","28.73","61.72","36.04","22.23","61.85","5.7","1.16","83.05","3.12","1.82","63.12","29.06","20.94","58.12","15.29","7.98","65.73","1.15","1.18","49.19","9.66","73.29","15.81","94.77","1.106"
" 2021-03-10 - Canadiens 5, Canucks 1","Montreal Canadiens","Limited ReportFull Report","45.133333333333","94.77","39.04","70.82","68.81","30.65","69.19","54.07","22.56","70.56","5.67","0","100.00","3.8","1.31","74.37","55.84","13.96","79.99","16.48","6.8","70.79","2.89","0","100.00","23.90","100.00","10.49","100.00","1.105"
" 2021-03-10 - Canadiens 5, Canucks 1","Vancouver Canucks","Limited ReportFull Report","45.133333333333","39.04","94.77","29.18","30.65","68.81","30.81","22.56","54.07","29.44","0","5.67","0.00","1.31","3.8","25.63","13.96","55.84","20.01","6.8","16.48","29.21","0","2.89","0.00","0.00","76.10","0.00","89.51","0.895"
" 2021-03-10 - Golden Knights 3, Wild 4","Vegas Golden Knights","Limited ReportFull Report","47.583333333333","58.39","49.5","54.12","36.99","39.14","48.59","23.93","29.18","45.06","1.28","3.68","25.74","1.86","2.77","40.12","22.02","21.12","51.04","5.37","9.87","35.25","0","1.25","0.00","0.00","79.87","5.33","87.39","0.927"
" 2021-03-10 - Golden Knights 3, Wild 4","Minnesota Wild","Limited ReportFull Report","47.583333333333","49.5","58.39","45.88","39.14","36.99","51.41","29.18","23.93","54.94","3.68","1.28","74.26","2.77","1.86","59.88","21.12","22.02","48.96","9.87","5.37","64.75","1.25","0","100.00","20.13","100.00","12.61","94.67","1.073"
" 2021-03-10 - Coyotes 1, Avalanche 2","Arizona Coyotes","Limited ReportFull Report","45.45","43.33","86.19","33.46","25.83","66.72","27.91","11.63","50.75","18.65","1.34","1.25","51.74","1.53","3.45","30.74","19.99","48.37","29.24","6.78","13.08","34.15","0","0","-","0.00","100.00","11.48","97.55","1.090"
" 2021-03-10 - Coyotes 1, Avalanche 2","Colorado Avalanche","Limited ReportFull Report","45.45","86.19","43.33","66.54","66.72","25.83","72.09","50.75","11.63","81.35","1.25","1.34","48.26","3.45","1.53","69.26","48.37","19.99","70.76","13.08","6.78","65.85","0","0","-","0.00","100.00","2.45","88.52","0.910"
" 2021-03-10 - Kings 5, Ducks 1","Los Angeles Kings","Limited ReportFull Report","45.45","64.54","50.13","56.28","57.78","35.77","61.77","44.22","30.02","59.56","4.23","1.26","77.13","4.49","2.22","66.95","43.17","18.5","70.00","23.98","12.46","65.80","4.28","1.23","77.74","26.20","89.12","9.58","95.82","1.054"
" 2021-03-10 - Kings 5, Ducks 1","Anaheim Ducks","Limited ReportFull Report","45.45","50.13","64.54","43.72","35.77","57.78","38.23","30.02","44.22","40.44","1.26","4.23","22.87","2.22","4.49","33.05","18.5","43.17","30.00","12.46","23.98","34.20","1.23","4.28","22.26","10.88","73.80","4.18","90.42","0.946"
" 2021-03-11 - Rangers 0, Bruins 4","New York Rangers","Limited ReportFull Report","48.35","58.07","47.32","55.10","45.56","39.92","53.30","25.03","30.46","45.11","0","2.41","0.00","2","1.45","58.04","23.78","17.97","56.96","8.44","3.73","69.37","0","0","-","0.00","100.00","0.00","92.10","0.921"
" 2021-03-11 - Rangers 0, Bruins 4","Boston Bruins","Limited ReportFull Report","48.35","47.32","58.07","44.90","39.92","45.56","46.70","30.46","25.03","54.89","2.41","0","100.00","1.45","2","41.96","17.97","23.78","43.04","3.73","8.44","30.63","0","0","-","0.00","100.00","7.90","100.00","1.079"
