"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
" 2020-01-21 - Islanders 4, Rangers 2","New York Rangers","Limited ReportFull Report","5.8166666666667","92.84","0","100.00","61.89","0","100.00","61.89","0","100.00","10.32","0","100.00","5.39","0","100.00","51.58","0","100.00","20.63","0","100.00","10.32","0","100.00","50.00","-","16.67","-","-"
" 2020-01-21 - Penguins 0, Flyers 3","Philadelphia Flyers","Limited ReportFull Report","4.7333333333333","101.41","0","100.00","63.38","0","100.00","38.03","0","100.00","0","0","-","3.81","0","100.00","38.03","0","100.00","12.68","0","100.00","0","0","-","-","-","0.00","-","-"
" 2020-01-21 - Penguins 0, Flyers 3","Pittsburgh Penguins","Limited ReportFull Report","6","40","10","80.00","30","10","75.00","30","10","75.00","0","0","-","4.35","0.49","89.98","20","10","66.67","20","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-01-21 - Jets 1, Hurricanes 4","Carolina Hurricanes","Limited ReportFull Report","8.0333333333333","74.69","7.47","90.91","59.75","7.47","88.89","29.88","0","100.00","7.47","0","100.00","5.81","0.4","93.54","52.28","0","100.00","14.94","0","100.00","7.47","0","100.00","50.00","-","25.00","-","-"
" 2020-01-21 - Jets 1, Hurricanes 4","Winnipeg Jets","Limited ReportFull Report","5.9666666666667","20.11","20.11","50.00","10.06","20.11","33.33","10.06","20.11","33.33","0","0","-","0.72","0.77","48.29","10.06","10.06","50.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2020-01-21 - Panthers 4, Blackhawks 3","Chicago Blackhawks","Limited ReportFull Report","7.4","145.95","0","100.00","89.19","0","100.00","72.97","0","100.00","8.11","0","100.00","10.71","0","100.00","97.3","0","100.00","56.76","0","100.00","8.11","0","100.00","16.67","-","11.11","-","-"
" 2020-01-21 - Panthers 4, Blackhawks 3","Florida Panthers","Limited ReportFull Report","3.5333333333333","67.92","0","100.00","33.96","0","100.00","16.98","0","100.00","16.98","0","100.00","4.94","0","100.00","33.96","0","100.00","16.98","0","100.00","16.98","0","100.00","100.00","-","100.00","-","-"
" 2020-01-22 - Jets 3, Blue Jackets 4","Columbus Blue Jackets","Limited ReportFull Report","0.83333333333333","144","0","100.00","144","0","100.00","144","0","100.00","72","0","100.00","35.12","0","100.00","72","0","100.00","72","0","100.00","72","0","100.00","100.00","-","50.00","-","-"
" 2020-01-22 - Jets 3, Blue Jackets 4","Winnipeg Jets","Limited ReportFull Report","2.1333333333333","140.63","0","100.00","140.63","0","100.00","84.38","0","100.00","28.13","0","100.00","6.23","0","100.00","28.13","0","100.00","0","0","-","0","0","-","-","-","33.33","-","-"
" 2020-01-22 - Red Wings 2, Wild 4","Detroit Red Wings","Limited ReportFull Report","2","90","0","100.00","90","0","100.00","90","0","100.00","30","0","100.00","8.19","0","100.00","90","0","100.00","30","0","100.00","0","0","-","0.00","-","33.33","-","-"
" 2020-01-22 - Red Wings 2, Wild 4","Minnesota Wild","Limited ReportFull Report","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2020-01-27 - Capitals 4, Canadiens 2","Montreal Canadiens","Limited ReportFull Report","6","40","40","50.00","40","40","50.00","20","30","40.00","0","0","-","2.98","1.61","64.89","20","20","50.00","20","10","66.67","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-01-27 - Capitals 4, Canadiens 2","Washington Capitals","Limited ReportFull Report","4.9666666666667","84.56","12.08","87.50","84.56","12.08","87.50","60.4","12.08","83.33","12.08","0","100.00","6.86","1.26","84.45","72.48","12.08","85.71","24.16","0","100.00","12.08","0","100.00","50.00","-","20.00","100.00","1.200"
" 2020-01-27 - Devils 4, Senators 3","New Jersey Devils","Limited ReportFull Report","8.15","103.07","14.72","87.50","103.07","14.72","87.50","80.98","14.72","84.62","7.36","14.72","33.33","8.94","1.22","87.99","22.09","14.72","60.00","14.72","14.72","50.00","0","14.72","0.00","0.00","0.00","9.09","0.00","0.091"
" 2020-01-27 - Devils 4, Senators 3","Ottawa Senators","Limited ReportFull Report","3.4833333333333","86.12","17.22","83.33","86.12","17.22","83.33","51.67","17.22","75.00","17.22","0","100.00","11.25","1.51","88.19","68.9","17.22","80.00","51.67","0","100.00","17.22","0","100.00","100.00","-","33.33","100.00","1.333"
" 2020-01-27 - Maple Leafs 5, Predators 2","Nashville Predators","Limited ReportFull Report","0.66666666666667","90","0","100.00","90","0","100.00","90","0","100.00","0","0","-","11.49","0","100.00","90","0","100.00","0","0","-","0","0","-","-","-","0.00","-","-"
" 2020-01-27 - Maple Leafs 5, Predators 2","Toronto Maple Leafs","Limited ReportFull Report","2.6666666666667","67.5","0","100.00","45","0","100.00","22.5","0","100.00","0","0","-","1.93","0","100.00","22.5","0","100.00","0","0","-","0","0","-","-","-","0.00","-","-"
" 2020-01-27 - Lightning 2, Stars 3","Dallas Stars","Limited ReportFull Report","6.6166666666667","63.48","9.07","87.50","27.2","9.07","75.00","18.14","9.07","66.67","0","0","-","1.61","0.06","96.42","18.14","0","100.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2020-01-27 - Lightning 2, Stars 3","Tampa Bay Lightning","Limited ReportFull Report","6.6166666666667","81.61","18.14","81.82","45.34","18.14","71.43","45.34","9.07","83.33","0","0","-","4.13","2.21","65.12","54.41","9.07","85.71","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2020-01-27 - Blues 1, Canucks 3","St Louis Blues","Limited ReportFull Report","7.2833333333333","90.62","0","100.00","57.67","0","100.00","49.43","0","100.00","0","0","-","8.71","0","100.00","57.67","0","100.00","24.71","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2020-01-27 - Blues 1, Canucks 3","Vancouver Canucks","Limited ReportFull Report","6.9166666666667","78.07","34.7","69.23","43.37","17.35","71.43","43.37","8.67","83.33","0","0","-","6.34","1.38","82.12","34.7","17.35","66.67","26.02","8.67","75.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-01-27 - Ducks 2, Sharks 4","Anaheim Ducks","Limited ReportFull Report","2.3333333333333","102.86","0","100.00","102.86","0","100.00","77.14","0","100.00","25.71","0","100.00","6.97","0","100.00","51.43","0","100.00","25.71","0","100.00","0","0","-","-","-","33.33","-","-"
" 2020-01-27 - Ducks 2, Sharks 4","San Jose Sharks","Limited ReportFull Report","2","60","30","66.67","60","30","66.67","30","30","50.00","0","30","0.00","8.36","6.69","55.55","60","30","66.67","60","30","66.67","0","30","0.00","0.00","0.00","0.00","0.00","0.000"
" 2020-01-28 - Senators 5, Sabres 2","Buffalo Sabres","Limited ReportFull Report","5.85","112.82","10.26","91.67","102.56","10.26","90.91","71.79","10.26","87.50","10.26","0","100.00","6.38","0.48","92.98","41.03","10.26","80.00","20.51","0","100.00","10.26","0","100.00","50.00","-","14.29","100.00","1.143"
" 2020-01-28 - Senators 5, Sabres 2","Ottawa Senators","Limited ReportFull Report","5.35","134.58","11.21","92.31","123.36","11.21","91.67","123.36","11.21","91.67","33.64","0","100.00","11.63","0.01","99.93","67.29","0","100.00","67.29","0","100.00","11.21","0","100.00","16.67","-","27.27","100.00","1.273"
" 2020-01-28 - Blues 5, Flames 4","Calgary Flames","Limited ReportFull Report","1.6666666666667","180","36","83.33","144","36","80.00","108","36","75.00","108","0","100.00","17.99","0.03","99.85","144","0","100.00","72","0","100.00","36","0","100.00","100.00","-","100.00","100.00","2.000"
" 2020-01-28 - Blues 5, Flames 4","St Louis Blues","Limited ReportFull Report","2.1333333333333","196.88","28.13","87.50","140.63","28.13","83.33","112.5","0","100.00","28.13","0","100.00","19.43","1.98","90.75","112.5","28.13","80.00","56.25","0","100.00","28.13","0","100.00","50.00","-","25.00","-","-"
" 2020-01-29 - Predators 5, Capitals 4","Nashville Predators","Limited ReportFull Report","7.8333333333333","84.26","15.32","84.62","45.96","15.32","75.00","30.64","7.66","80.00","7.66","0","100.00","7.91","0.67","92.24","61.28","7.66","88.89","38.3","0","100.00","7.66","0","100.00","33.33","-","25.00","100.00","1.250"
" 2020-01-29 - Predators 5, Capitals 4","Washington Capitals","Limited ReportFull Report","9.2","150","6.52","95.83","110.87","6.52","94.44","91.3","6.52","93.33","6.52","6.52","50.00","9.87","0.85","92.07","58.7","6.52","90.00","32.61","0","100.00","6.52","0","100.00","33.33","-","7.14","0.00","0.071"
" 2020-01-29 - Maple Leafs 5, Stars 3","Dallas Stars","Limited ReportFull Report","6.2166666666667","48.26","9.65","83.33","38.61","9.65","80.00","19.3","9.65","66.67","0","0","-","3.44","0.79","81.43","38.61","9.65","80.00","19.3","9.65","66.67","0","0","-","-","100.00","0.00","100.00","1.000"
" 2020-01-29 - Maple Leafs 5, Stars 3","Toronto Maple Leafs","Limited ReportFull Report","2.2666666666667","79.41","26.47","75.00","26.47","26.47","50.00","26.47","26.47","50.00","0","0","-","1.29","1.25","50.79","0","26.47","0.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2020-01-29 - Flames 4, Oilers 3","Calgary Flames","Limited ReportFull Report","2.0833333333333","201.6","0","100.00","172.8","0","100.00","115.2","0","100.00","0","0","-","7.49","0","100.00","0","0","-","0","0","-","0","0","-","-","-","0.00","-","-"
" 2020-01-29 - Flames 4, Oilers 3","Edmonton Oilers","Limited ReportFull Report","6.55","82.44","9.16","90.00","54.96","9.16","85.71","36.64","9.16","80.00","9.16","0","100.00","8.48","1.78","82.62","73.28","9.16","88.89","27.48","9.16","75.00","9.16","0","100.00","33.33","100.00","25.00","100.00","1.250"
" 2020-01-29 - Coyotes 2, Ducks 4","Anaheim Ducks","Limited ReportFull Report","6.3333333333333","47.37","28.42","62.50","37.89","28.42","57.14","9.47","28.42","25.00","0","0","-","3.45","2.11","62.00","28.42","28.42","50.00","28.42","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-01-29 - Coyotes 2, Ducks 4","Arizona Coyotes","Limited ReportFull Report","8.95","80.45","33.52","70.59","67.04","33.52","66.67","46.93","33.52","58.33","0","6.7","0.00","8.77","3.9","69.22","67.04","26.82","71.43","26.82","20.11","57.14","0","6.7","0.00","0.00","66.67","0.00","80.00","0.800"
" 2020-01-29 - Lightning 4, Kings 2","Los Angeles Kings","Limited ReportFull Report","0.38333333333333","156.52","0","100.00","156.52","0","100.00","156.52","0","100.00","156.52","0","100.00","9.62","0","100.00","156.52","0","100.00","0","0","-","0","0","-","-","-","100.00","-","-"
" 2020-01-29 - Lightning 4, Kings 2","Tampa Bay Lightning","Limited ReportFull Report","4","195","15","92.86","120","0","100.00","90","0","100.00","0","0","-","11.04","0","100.00","105","0","100.00","30","0","100.00","0","0","-","-","-","0.00","-","-"
" 2020-01-29 - Canucks 5, Sharks 2","San Jose Sharks","Limited ReportFull Report","4","90","0","100.00","45","0","100.00","30","0","100.00","0","0","-","4.05","0","100.00","30","0","100.00","30","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2020-01-29 - Canucks 5, Sharks 2","Vancouver Canucks","Limited ReportFull Report","4.2166666666667","142.29","0","100.00","85.38","0","100.00","42.69","0","100.00","14.23","0","100.00","9.65","0","100.00","56.92","0","100.00","28.46","0","100.00","0","0","-","-","-","33.33","-","-"
" 2020-01-30 - Canadiens 3, Sabres 1","Buffalo Sabres","Limited ReportFull Report","4.3666666666667","82.44","0","100.00","41.22","0","100.00","41.22","0","100.00","13.74","0","100.00","2.01","0","100.00","41.22","0","100.00","0","0","-","0","0","-","-","-","33.33","-","-"
" 2020-01-30 - Canadiens 3, Sabres 1","Montreal Canadiens","Limited ReportFull Report","2","60","0","100.00","30","0","100.00","0","0","-","0","0","-","1.96","0","100.00","30","0","100.00","0","0","-","0","0","-","-","-","-","-","-"
" 2020-01-30 - Predators 6, Devils 5","New Jersey Devils","Limited ReportFull Report","3.7","81.08","16.22","83.33","81.08","16.22","83.33","48.65","16.22","75.00","32.43","0","100.00","9.4","0.03","99.66","64.86","0","100.00","48.65","0","100.00","16.22","0","100.00","50.00","-","66.67","100.00","1.667"
" 2020-01-30 - Predators 6, Devils 5","Nashville Predators","Limited ReportFull Report","4.1","73.17","29.27","71.43","58.54","29.27","66.67","29.27","29.27","50.00","14.63","14.63","50.00","4.46","1.91","69.97","29.27","29.27","50.00","0","14.63","0.00","0","14.63","0.00","-","0.00","50.00","50.00","1.000"
" 2020-01-30 - Kings 3, Coyotes 2","Arizona Coyotes","Limited ReportFull Report","4","135","30","81.82","105","30","77.78","60","30","66.67","0","0","-","7.97","0.02","99.78","60","0","100.00","15","0","100.00","0","0","-","-","-","0.00","100.00","1.000"
" 2020-01-30 - Kings 3, Coyotes 2","Los Angeles Kings","Limited ReportFull Report","1.3","230.77","0","100.00","184.62","0","100.00","184.62","0","100.00","46.15","0","100.00","20.83","0","100.00","92.31","0","100.00","46.15","0","100.00","0","0","-","0.00","-","25.00","-","-"
" 2020-01-31 - Red Wings 2, Rangers 4","Detroit Red Wings","Limited ReportFull Report
","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2020-01-31 - Red Wings 2, Rangers 4","New York Rangers","Limited ReportFull Report","4.4166666666667","81.51","13.58","85.71","67.92","0","100.00","67.92","0","100.00","13.58","0","100.00","4.7","0","100.00","40.75","0","100.00","13.58","0","100.00","0","0","-","0.00","-","20.00","-","-"
" 2020-01-31 - Flyers 3, Penguins 4","Philadelphia Flyers","Limited ReportFull Report","5.65","63.72","10.62","85.71","53.1","10.62","83.33","31.86","10.62","75.00","10.62","0","100.00","4.36","0.65","86.99","31.86","10.62","75.00","21.24","0","100.00","10.62","0","100.00","100.00","-","33.33","100.00","1.333"
" 2020-01-31 - Flyers 3, Penguins 4","Pittsburgh Penguins","Limited ReportFull Report","2.1666666666667","110.77","0","100.00","83.08","0","100.00","83.08","0","100.00","55.38","0","100.00","9.11","0","100.00","83.08","0","100.00","27.69","0","100.00","27.69","0","100.00","100.00","-","66.67","-","-"
" 2020-01-31 - Capitals 5, Senators 3","Ottawa Senators","Limited ReportFull Report","4.4666666666667","80.6","13.43","85.71","26.87","13.43","66.67","13.43","13.43","50.00","13.43","13.43","50.00","4.36","2.56","63.00","53.73","13.43","80.00","26.87","13.43","66.67","13.43","13.43","50.00","100.00","0.00","100.00","0.00","1.000"
" 2020-01-31 - Capitals 5, Senators 3","Washington Capitals","Limited ReportFull Report","8.2666666666667","101.61","7.26","93.33","65.32","7.26","90.00","58.06","7.26","88.89","0","7.26","0.00","5.55","2.09","72.70","21.77","7.26","75.00","7.26","7.26","50.00","0","7.26","0.00","0.00","0.00","0.00","0.00","0.000"
" 2020-01-31 - Golden Knights 4, Hurricanes 3","Carolina Hurricanes","Limited ReportFull Report","2.15","139.53","27.91","83.33","83.72","27.91","75.00","83.72","27.91","75.00","27.91","0","100.00","10.51","1.63","86.59","83.72","27.91","75.00","83.72","0","100.00","27.91","0","100.00","33.33","-","33.33","100.00","1.333"
" 2020-01-31 - Golden Knights 4, Hurricanes 3","Vegas Golden Knights","Limited ReportFull Report","4.1","160.98","0","100.00","117.07","0","100.00","73.17","0","100.00","14.63","0","100.00","15.83","0","100.00","117.07","0","100.00","73.17","0","100.00","14.63","0","100.00","25.00","-","20.00","-","-"
" 2020-01-31 - Bruins 2, Jets 1","Boston Bruins","Limited ReportFull Report","5.2833333333333","113.56","11.36","90.91","90.85","0","100.00","56.78","0","100.00","11.36","0","100.00","8.57","0","100.00","45.43","0","100.00","34.07","0","100.00","11.36","0","100.00","33.33","-","20.00","-","-"
" 2020-01-31 - Bruins 2, Jets 1","Winnipeg Jets","Limited ReportFull Report","8.2","124.39","7.32","94.44","95.12","0","100.00","58.54","0","100.00","0","0","-","5.37","0","100.00","43.9","0","100.00","29.27","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2020-01-31 - Blues 2, Oilers 4","Edmonton Oilers","Limited ReportFull Report","2","30","0","100.00","30","0","100.00","30","0","100.00","0","0","-","8.7","0","100.00","30","0","100.00","30","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2020-01-31 - Blues 2, Oilers 4","St Louis Blues","Limited ReportFull Report","4.7833333333333","175.61","12.54","93.33","87.8","12.54","87.50","62.72","12.54","83.33","0","0","-","4.72","0","99.96","25.09","0","100.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2020-01-31 - Lightning 4, Ducks 3","Anaheim Ducks","Limited ReportFull Report","5.0333333333333","83.44","11.92","87.50","71.52","11.92","85.71","59.6","11.92","83.33","0","0","-","5.91","1.08","84.53","47.68","11.92","80.00","23.84","11.92","66.67","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2020-01-31 - Lightning 4, Ducks 3","Tampa Bay Lightning","Limited ReportFull Report","4.2","28.57","28.57","50.00","28.57","14.29","66.67","14.29","14.29","50.00","0","0","-","3.85","0.69","84.83","28.57","14.29","66.67","28.57","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-02-01 - Blue Jackets 1, Sabres 2","Buffalo Sabres","Limited ReportFull Report","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2020-02-01 - Blue Jackets 1, Sabres 2","Columbus Blue Jackets","Limited ReportFull Report","4","150","0","100.00","105","0","100.00","75","0","100.00","0","0","-","9.08","0","100.00","45","0","100.00","30","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2020-02-01 - Canucks 4, Islanders 3","New York Islanders","Limited ReportFull Report","4","90","0","100.00","30","0","100.00","30","0","100.00","0","0","-","0.86","0","100.00","30","0","100.00","0","0","-","0","0","-","-","-","0.00","-","-"
" 2020-02-01 - Canucks 4, Islanders 3","Vancouver Canucks","Limited ReportFull Report
","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2020-02-01 - Panthers 0, Canadiens 4","Florida Panthers","Limited ReportFull Report","11.3","95.58","26.55","78.26","74.34","21.24","77.78","63.72","21.24","75.00","0","0","-","5.85","1.6","78.51","37.17","21.24","63.64","15.93","15.93","50.00","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2020-02-01 - Panthers 0, Canadiens 4","Montreal Canadiens","Limited ReportFull Report","3.1666666666667","132.63","0","100.00","75.79","0","100.00","75.79","0","100.00","18.95","0","100.00","11.68","0","100.00","56.84","0","100.00","37.89","0","100.00","0","0","-","0.00","-","25.00","-","-"
" 2020-02-01 - Senators 1, Maple Leafs 2","Ottawa Senators","Limited ReportFull Report","4","30","15","66.67","30","15","66.67","15","15","50.00","0","0","-","2.49","0.01","99.70","30","0","100.00","15","0","100.00","0","0","-","-","-","0.00","100.00","1.000"
" 2020-02-01 - Senators 1, Maple Leafs 2","Toronto Maple Leafs","Limited ReportFull Report","3.35","71.64","53.73","57.14","53.73","53.73","50.00","53.73","35.82","60.00","17.91","0","100.00","4.59","0.65","87.59","35.82","0","100.00","35.82","0","100.00","0","0","-","0.00","-","33.33","100.00","1.333"
" 2020-02-01 - Rangers 1, Red Wings 0","Detroit Red Wings","Limited ReportFull Report","4","90","15","85.71","60","15","80.00","30","15","66.67","0","0","-","5.39","1.95","73.41","45","15","75.00","30","15","66.67","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2020-02-01 - Rangers 1, Red Wings 0","New York Rangers","Limited ReportFull Report","3.2166666666667","130.57","18.65","87.50","111.92","18.65","85.71","111.92","18.65","85.71","18.65","0","100.00","13.76","0.01","99.96","55.96","0","100.00","37.31","0","100.00","18.65","0","100.00","50.00","-","16.67","100.00","1.167"
" 2020-02-01 - Stars 3, Devils 2","Dallas Stars","Limited ReportFull Report","4","45","15","75.00","30","15","66.67","30","15","66.67","0","15","0.00","2.97","0.46","86.58","30","15","66.67","0","0","-","0","0","-","-","-","0.00","0.00","0.000"
" 2020-02-01 - Stars 3, Devils 2","New Jersey Devils","Limited ReportFull Report","6","90","30","75.00","80","30","72.73","40","10","80.00","0","0","-","4.24","2.37","64.16","20","30","40.00","10","10","50.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-02-01 - Avalanche 3, Flyers 6","Colorado Avalanche","Limited ReportFull Report","3.65","147.95","32.88","81.82","115.07","32.88","77.78","82.19","32.88","71.43","16.44","16.44","50.00","11.68","2.34","83.30","98.63","16.44","85.71","32.88","16.44","66.67","0","16.44","0.00","0.00","0.00","20.00","50.00","0.700"
" 2020-02-01 - Avalanche 3, Flyers 6","Philadelphia Flyers","Limited ReportFull Report","7.35","81.63","8.16","90.91","57.14","8.16","87.50","48.98","8.16","85.71","8.16","0","100.00","5.33","0.18","96.70","40.82","0","100.00","16.33","0","100.00","0","0","-","0.00","-","16.67","100.00","1.167"
" 2020-02-01 - Blues 2, Jets 5","St Louis Blues","Limited ReportFull Report","2.4166666666667","124.14","49.66","71.43","74.48","49.66","60.00","74.48","49.66","60.00","0","0","-","3.78","9.38","28.74","0","24.83","0.00","0","24.83","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2020-02-01 - Blues 2, Jets 5","Winnipeg Jets","Limited ReportFull Report","2.4166666666667","99.31","0","100.00","74.48","0","100.00","74.48","0","100.00","0","0","-","11.38","0","100.00","49.66","0","100.00","49.66","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2020-02-01 - Golden Knights 3, Predators 0","Nashville Predators","Limited ReportFull Report","10","78","18","81.25","48","18","72.73","24","18","57.14","0","0","-","2.81","0.29","90.53","36","6","85.71","6","0","100.00","0","0","-","-","-","0.00","100.00","1.000"
" 2020-02-01 - Golden Knights 3, Predators 0","Vegas Golden Knights","Limited ReportFull Report","8","142.5","15","90.48","97.5","15","86.67","82.5","7.5","91.67","0","0","-","7.04","0.35","95.26","67.5","0","100.00","30","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-02-01 - Bruins 6, Wild 1","Boston Bruins","Limited ReportFull Report","4.35","193.1","13.79","93.33","165.52","13.79","92.31","124.14","0","100.00","41.38","0","100.00","22.5","0.33","98.55","137.93","0","100.00","82.76","0","100.00","13.79","0","100.00","25.00","-","33.33","-","-"
" 2020-02-01 - Bruins 6, Wild 1","Minnesota Wild","Limited ReportFull Report","8","97.5","7.5","92.86","67.5","7.5","90.00","45","7.5","85.71","0","0","-","3.99","0.94","80.98","22.5","7.5","75.00","7.5","0","100.00","0","0","-","-","-","0.00","100.00","1.000"
" 2020-02-01 - Blackhawks 3, Coyotes 2","Arizona Coyotes","Limited ReportFull Report","5.2","69.23","11.54","85.71","57.69","11.54","83.33","46.15","11.54","80.00","0","0","-","4.76","0.01","99.89","46.15","0","100.00","23.08","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-02-01 - Blackhawks 3, Coyotes 2","Chicago Blackhawks","Limited ReportFull Report","5.2","103.85","11.54","90.00","80.77","0","100.00","69.23","0","100.00","0","0","-","6.17","0","100.00","69.23","0","100.00","23.08","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2020-02-01 - Oilers 8, Flames 3","Calgary Flames","Limited ReportFull Report","4","90","60","60.00","45","60","42.86","30","45","40.00","0","0","-","2.71","4.96","35.34","75","45","62.50","0","15","0.00","0","0","-","-","-","0.00","100.00","1.000"
" 2020-02-01 - Oilers 8, Flames 3","Edmonton Oilers","Limited ReportFull Report","5.8333333333333","102.86","10.29","90.91","72","10.29","87.50","51.43","10.29","83.33","10.29","0","100.00","5.69","0.01","99.77","61.71","0","100.00","10.29","0","100.00","0","0","-","-","-","20.00","100.00","1.200"
" 2020-02-01 - Ducks 3, Kings 1","Anaheim Ducks","Limited ReportFull Report","2","120","0","100.00","120","0","100.00","0","0","-","0","0","-","7.48","0","100.00","60","0","100.00","30","0","100.00","0","0","-","-","-","-","-","-"
" 2020-02-01 - Ducks 3, Kings 1","Los Angeles Kings","Limited ReportFull Report","3.05","59.02","39.34","60.00","59.02","39.34","60.00","59.02","39.34","60.00","19.67","0","100.00","5.05","3.81","56.98","39.34","19.67","66.67","19.67","19.67","50.00","0","0","-","0.00","100.00","33.33","100.00","1.333"
" 2020-02-01 - Lightning 3, Sharks 0","San Jose Sharks","Limited ReportFull Report","5.9166666666667","121.69","10.14","92.31","101.41","10.14","90.91","40.56","10.14","80.00","0","0","-","7.06","0.79","89.92","60.85","10.14","85.71","20.28","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-02-01 - Lightning 3, Sharks 0","Tampa Bay Lightning","Limited ReportFull Report","7.9166666666667","30.32","7.58","80.00","30.32","7.58","80.00","22.74","0","100.00","0","0","-","2.69","0.52","83.88","30.32","7.58","80.00","7.58","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2020-02-02 - Penguins 4, Capitals 3","Pittsburgh Penguins","Limited ReportFull Report","11.616666666667","82.64","10.33","88.89","56.81","5.16","91.67","36.15","5.16","87.50","0","0","-","8.61","0","99.99","51.65","5.16","90.91","25.82","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2020-02-02 - Penguins 4, Capitals 3","Washington Capitals","Limited ReportFull Report","5.55","54.05","32.43","62.50","21.62","32.43","40.00","10.81","32.43","25.00","0","0","-","2.48","2.2","52.93","21.62","10.81","66.67","0","10.81","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2020-02-02 - Blue Jackets 4, Canadiens 3","Columbus Blue Jackets","Limited ReportFull Report","4","75","0","100.00","45","0","100.00","45","0","100.00","0","0","-","5.19","0","100.00","75","0","100.00","45","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2020-02-02 - Blue Jackets 4, Canadiens 3","Montreal Canadiens","Limited ReportFull Report","4","30","45","40.00","15","45","25.00","0","45","0.00","0","0","-","0.25","1.15","17.66","0","15","0.00","0","0","-","0","0","-","-","-","-","100.00","-"
" 2020-02-02 - Canucks 3, Hurricanes 4","Carolina Hurricanes","Limited ReportFull Report","2","60","0","100.00","30","0","100.00","0","0","-","0","0","-","3.49","0","100.00","30","0","100.00","30","0","100.00","0","0","-","-","-","-","-","-"
" 2020-02-02 - Canucks 3, Hurricanes 4","Vancouver Canucks","Limited ReportFull Report","8","90","15","85.71","67.5","15","81.82","52.5","15","77.78","0","0","-","6.47","1.13","85.10","30","7.5","80.00","7.5","7.5","50.00","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2020-02-03 - Panthers 5, Maple Leafs 3","Florida Panthers","Limited ReportFull Report","2.1166666666667","226.77","0","100.00","226.77","0","100.00","170.08","0","100.00","28.35","0","100.00","19.33","0","100.00","113.39","0","100.00","56.69","0","100.00","28.35","0","100.00","50.00","-","16.67","-","-"
" 2020-02-03 - Panthers 5, Maple Leafs 3","Toronto Maple Leafs","Limited ReportFull Report","4.9833333333333","108.36","12.04","90.00","84.28","12.04","87.50","72.24","12.04","85.71","12.04","0","100.00","7.03","0.37","94.98","72.24","0","100.00","12.04","0","100.00","0","0","-","0.00","-","16.67","100.00","1.167"
" 2020-02-03 - Stars 5, Rangers 3","Dallas Stars","Limited ReportFull Report","2.9","144.83","20.69","87.50","103.45","20.69","83.33","82.76","20.69","80.00","41.38","0","100.00","11.72","0.02","99.83","82.76","0","100.00","41.38","0","100.00","20.69","0","100.00","50.00","-","50.00","100.00","1.500"
