"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
" 2022-03-10 - Ducks 1, Predators 4","Nashville Predators","Limited ReportFull Report","2.75","130.91","21.82","85.71","87.27","21.82","80.00","43.64","21.82","66.67","21.82","0","100.00","6.91","0","99.95","65.45","0","100.00","21.82","0","100.00","21.82","0","100.00","100.00","-","50.00","100.00","1.500"
" 2022-03-10 - Lightning 1, Flames 4","Calgary Flames","Limited ReportFull Report","3.65","131.51","32.88","80.00","115.07","32.88","77.78","98.63","16.44","85.71","16.44","0","100.00","13.97","0.99","93.36","98.63","16.44","85.71","16.44","0","100.00","16.44","0","100.00","100.00","-","16.67","100.00","1.167"
" 2022-03-10 - Lightning 1, Flames 4","Tampa Bay Lightning","Limited ReportFull Report","6","70","20","77.78","50","10","83.33","30","0","100.00","0","0","-","4.82","0.44","91.63","40","20","66.67","10","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-10 - Sharks 4, Kings 3","Los Angeles Kings","Limited ReportFull Report","7.05","76.6","17.02","81.82","51.06","17.02","75.00","42.55","17.02","71.43","0","0","-","4","0.68","85.56","42.55","8.51","83.33","17.02","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-10 - Sharks 4, Kings 3","San Jose Sharks","Limited ReportFull Report","9.5","75.79","25.26","75.00","69.47","25.26","73.33","44.21","25.26","63.64","12.63","6.32","66.67","7.53","1.64","82.09","44.21","18.95","70.00","18.95","6.32","75.00","6.32","0","100.00","33.33","100.00","28.57","75.00","1.036"
" 2022-03-11 - Jets 2, Islanders 5","New York Islanders","Limited ReportFull Report","6.3","85.71","66.67","56.25","66.67","57.14","53.85","57.14","28.57","66.67","9.52","0","100.00","5.81","9.25","38.58","47.62","57.14","45.45","19.05","38.1","33.33","0","0","-","0.00","100.00","16.67","100.00","1.167"
" 2022-03-11 - Jets 2, Islanders 5","Winnipeg Jets","Limited ReportFull Report
","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2022-03-11 - Golden Knights 2, Penguins 5","Pittsburgh Penguins","Limited ReportFull Report","4.65","167.74","12.9","92.86","129.03","12.9","90.91","103.23","12.9","88.89","12.9","0","100.00","17.29","1.13","93.88","103.23","12.9","88.89","51.61","0","100.00","0","0","-","0.00","-","12.50","100.00","1.125"
" 2022-03-11 - Golden Knights 2, Penguins 5","Vegas Golden Knights","Limited ReportFull Report","4","60","45","57.14","60","45","57.14","45","45","50.00","0","0","-","3.58","3.78","48.60","15","30","33.33","0","30","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2022-03-11 - Wild 2, Blue Jackets 3","Columbus Blue Jackets","Limited ReportFull Report","4.8833333333333","98.29","12.29","88.89","73.72","0","100.00","36.86","0","100.00","12.29","0","100.00","3.81","0","100.00","12.29","0","100.00","0","0","-","0","0","-","-","-","33.33","-","-"
" 2022-03-11 - Wild 2, Blue Jackets 3","Minnesota Wild","Limited ReportFull Report","8","82.5","22.5","78.57","52.5","22.5","70.00","37.5","22.5","62.50","0","0","-","4.85","1.29","79.00","45","15","75.00","15","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-11 - Capitals 4, Canucks 3","Vancouver Canucks","Limited ReportFull Report","4.55","52.75","0","100.00","26.37","0","100.00","26.37","0","100.00","13.19","0","100.00","2.7","0","100.00","26.37","0","100.00","13.19","0","100.00","13.19","0","100.00","100.00","-","50.00","-","-"
" 2022-03-11 - Capitals 4, Canucks 3","Washington Capitals","Limited ReportFull Report","3.9","92.31","0","100.00","61.54","0","100.00","46.15","0","100.00","30.77","0","100.00","12.1","0","100.00","46.15","0","100.00","30.77","0","100.00","30.77","0","100.00","100.00","-","66.67","-","-"
" 2022-03-12 - Coyotes 2, Bruins 3","Arizona Coyotes","Limited ReportFull Report","3.9833333333333","90.38","0","100.00","75.31","0","100.00","60.25","0","100.00","0","0","-","6.61","0","100.00","30.13","0","100.00","30.13","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-12 - Coyotes 2, Bruins 3","Boston Bruins","Limited ReportFull Report","2","120","90","57.14","90","90","50.00","90","90","50.00","0","0","-","14.67","8.63","62.97","60","90","40.00","60","30","66.67","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2022-03-12 - Kraken 4, Canadiens 3","Montreal Canadiens","Limited ReportFull Report","11.433333333333","47.23","15.74","75.00","36.73","15.74","70.00","20.99","15.74","57.14","0","5.25","0.00","3.71","1.31","73.86","31.49","5.25","85.71","10.5","5.25","66.67","0","5.25","0.00","0.00","0.00","0.00","66.67","0.667"
" 2022-03-12 - Kraken 4, Canadiens 3","Seattle Kraken","Limited ReportFull Report","3.9166666666667","168.51","15.32","91.67","137.87","15.32","90.00","91.91","15.32","85.71","15.32","0","100.00","16.99","3.24","84.00","122.55","15.32","88.89","61.28","15.32","80.00","0","0","-","0.00","100.00","16.67","100.00","1.167"
" 2022-03-12 - Blackhawks 6, Senators 3","Chicago Blackhawks","Limited ReportFull Report","8.5666666666667","63.04","14.01","81.82","49.03","14.01","77.78","42.02","14.01","75.00","7","7","50.00","3.18","0.96","76.76","35.02","7","83.33","7","7","50.00","0","7","0.00","0.00","0.00","16.67","50.00","0.667"
" 2022-03-12 - Blackhawks 6, Senators 3","Ottawa Senators","Limited ReportFull Report","2","90","0","100.00","90","0","100.00","90","0","100.00","0","0","-","12.79","0","100.00","60","0","100.00","30","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-12 - Ducks 1, Devils 2","Anaheim Ducks","Limited ReportFull Report","4","90","60","60.00","75","60","55.56","75","60","55.56","0","0","-","4.8","5.09","48.49","30","30","50.00","30","15","66.67","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2022-03-12 - Ducks 1, Devils 2","New Jersey Devils","Limited ReportFull Report","4","45","15","75.00","15","15","50.00","0","0","-","0","0","-","0.5","0.65","43.48","15","0","100.00","0","0","-","0","0","-","-","-","-","-","-"
" 2022-03-12 - Flyers 1, Hurricanes 3","Carolina Hurricanes","Limited ReportFull Report","2.1666666666667","83.08","27.69","75.00","55.38","27.69","66.67","27.69","27.69","50.00","0","0","-","10.34","1.39","88.18","83.08","0","100.00","55.38","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-12 - Flyers 1, Hurricanes 3","Philadelphia Flyers","Limited ReportFull Report","2.1666666666667","110.77","27.69","80.00","83.08","27.69","75.00","83.08","27.69","75.00","0","0","-","10.53","0.53","95.23","27.69","0","100.00","27.69","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-12 - Blues 7, Predators 4","Nashville Predators","Limited ReportFull Report","3.8333333333333","109.57","15.65","87.50","109.57","15.65","87.50","62.61","15.65","80.00","15.65","0","100.00","8.43","1.93","81.37","93.91","15.65","85.71","0","0","-","0","0","-","-","-","25.00","100.00","1.250"
" 2022-03-12 - Blues 7, Predators 4","St Louis Blues","Limited ReportFull Report","2.9333333333333","204.55","0","100.00","163.64","0","100.00","163.64","0","100.00","40.91","0","100.00","12.09","0","100.00","143.18","0","100.00","20.45","0","100.00","0","0","-","0.00","-","25.00","-","-"
" 2022-03-12 - Rangers 7, Stars 4","Dallas Stars","Limited ReportFull Report","3.1666666666667","75.79","0","100.00","56.84","0","100.00","37.89","0","100.00","0","0","-","5.09","0","100.00","56.84","0","100.00","18.95","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-12 - Rangers 7, Stars 4","New York Rangers","Limited ReportFull Report","2.1166666666667","85.04","0","100.00","85.04","0","100.00","56.69","0","100.00","28.35","0","100.00","4.47","0","100.00","28.35","0","100.00","0","0","-","0","0","-","-","-","50.00","-","-"
" 2022-03-12 - Red Wings 0, Flames 3","Calgary Flames","Limited ReportFull Report","3.15","95.24","38.1","71.43","95.24","38.1","71.43","95.24","38.1","71.43","38.1","0","100.00","8.76","1.09","88.92","76.19","0","100.00","19.05","0","100.00","19.05","0","100.00","100.00","-","40.00","100.00","1.400"
" 2022-03-12 - Red Wings 0, Flames 3","Detroit Red Wings","Limited ReportFull Report","4","90","0","100.00","75","0","100.00","15","0","100.00","0","0","-","2.59","0","100.00","15","0","100.00","0","0","-","0","0","-","-","-","0.00","-","-"
" 2022-03-12 - Lightning 1, Oilers 4","Edmonton Oilers","Limited ReportFull Report","12.483333333333","105.74","19.23","84.62","76.9","19.23","80.00","67.29","14.42","82.35","4.81","0","100.00","9.85","1.55","86.44","52.87","9.61","84.62","24.03","4.81","83.33","0","0","-","0.00","-","7.14","100.00","1.071"
" 2022-03-12 - Lightning 1, Oilers 4","Tampa Bay Lightning","Limited ReportFull Report","5.2333333333333","137.58","22.93","85.71","114.65","22.93","83.33","91.72","22.93","80.00","0","0","-","10.53","0.57","94.82","103.18","0","100.00","34.39","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-12 - Kings 0, Sharks 5","Los Angeles Kings","Limited ReportFull Report","2","120","0","100.00","120","0","100.00","90","0","100.00","0","0","-","10.3","0","100.00","90","0","100.00","30","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-12 - Kings 0, Sharks 5","San Jose Sharks","Limited ReportFull Report","2.7833333333333","86.23","0","100.00","86.23","0","100.00","43.11","0","100.00","43.11","0","100.00","8.24","0","100.00","43.11","0","100.00","21.56","0","100.00","21.56","0","100.00","100.00","-","100.00","-","-"
" 2022-03-13 - Maple Leafs 2, Sabres 5","Buffalo Sabres","Limited ReportFull Report","6","50","50","50.00","50","50","50.00","50","20","71.43","0","0","-","4.78","6.31","43.09","10","20","33.33","0","20","0.00","0","0","-","-","-","0.00","100.00","1.000"
" 2022-03-13 - Maple Leafs 2, Sabres 5","Toronto Maple Leafs","Limited ReportFull Report","4.7","63.83","25.53","71.43","51.06","25.53","66.67","51.06","25.53","66.67","0","0","-","4.76","1.27","78.92","51.06","12.77","80.00","25.53","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-13 - Ducks 3, Islanders 4","Anaheim Ducks","Limited ReportFull Report","4","75","15","83.33","60","15","80.00","60","15","80.00","0","0","-","4.07","1.11","78.61","30","15","66.67","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2022-03-13 - Ducks 3, Islanders 4","New York Islanders","Limited ReportFull Report","4","75","0","100.00","75","0","100.00","60","0","100.00","0","0","-","8.82","0","100.00","75","0","100.00","30","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-13 - Canadiens 4, Flyers 3","Montreal Canadiens","Limited ReportFull Report","7.15","117.48","8.39","93.33","67.13","8.39","88.89","50.35","0","100.00","8.39","0","100.00","6.15","0.41","93.79","67.13","8.39","88.89","25.17","0","100.00","0","0","-","0.00","-","16.67","-","-"
" 2022-03-13 - Canadiens 4, Flyers 3","Philadelphia Flyers","Limited ReportFull Report","2.9","165.52","20.69","88.89","144.83","20.69","87.50","124.14","20.69","85.71","0","0","-","15.9","0.18","98.89","103.45","0","100.00","103.45","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-13 - Hurricanes 2, Penguins 4","Carolina Hurricanes","Limited ReportFull Report","2","30","30","50.00","30","30","50.00","30","30","50.00","0","0","-","3.69","0.04","99.06","30","0","100.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2022-03-13 - Hurricanes 2, Penguins 4","Pittsburgh Penguins","Limited ReportFull Report","6","50","20","71.43","20","20","50.00","20","20","50.00","0","0","-","0.83","0.04","95.15","20","0","100.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2022-03-13 - Golden Knights 4, Blue Jackets 6","Columbus Blue Jackets","Limited ReportFull Report","4.15","144.58","0","100.00","130.12","0","100.00","101.2","0","100.00","14.46","0","100.00","14.51","0","100.00","72.29","0","100.00","28.92","0","100.00","0","0","-","0.00","-","14.29","-","-"
" 2022-03-13 - Golden Knights 4, Blue Jackets 6","Vegas Golden Knights","Limited ReportFull Report","6.5166666666667","64.45","9.21","87.50","55.24","9.21","85.71","36.83","9.21","80.00","9.21","0","100.00","8.01","0.59","93.13","36.83","9.21","80.00","27.62","0","100.00","9.21","0","100.00","33.33","-","25.00","100.00","1.250"
" 2022-03-13 - Jets 4, Blues 3","St Louis Blues","Limited ReportFull Report","3.3333333333333","108","18","85.71","90","18","83.33","54","18","75.00","18","0","100.00","6.02","1.33","81.88","54","18","75.00","18","0","100.00","0","0","-","-","-","33.33","100.00","1.333"
" 2022-03-13 - Jets 4, Blues 3","Winnipeg Jets","Limited ReportFull Report","1.9666666666667","91.53","30.51","75.00","61.02","0","100.00","61.02","0","100.00","0","0","-","6.43","0","100.00","30.51","0","100.00","30.51","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-13 - Predators 6, Wild 2","Minnesota Wild","Limited ReportFull Report","6","80","30","72.73","40","20","66.67","20","20","50.00","0","0","-","2.89","2.48","53.76","30","20","60.00","10","10","50.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2022-03-13 - Predators 6, Wild 2","Nashville Predators","Limited ReportFull Report","5.2833333333333","124.92","34.07","78.57","79.5","34.07","70.00","45.43","11.36","80.00","11.36","0","100.00","4.93","0.79","86.27","56.78","0","100.00","0","0","-","0","0","-","-","-","25.00","100.00","1.250"
" 2022-03-13 - Flames 0, Avalanche 3","Calgary Flames","Limited ReportFull Report","4","105","15","87.50","45","0","100.00","15","0","100.00","0","0","-","3.19","0","100.00","30","0","100.00","0","0","-","0","0","-","-","-","0.00","-","-"
" 2022-03-13 - Flames 0, Avalanche 3","Colorado Avalanche","Limited ReportFull Report","1.8166666666667","165.14","0","100.00","132.11","0","100.00","66.06","0","100.00","33.03","0","100.00","7.18","0","100.00","33.03","0","100.00","33.03","0","100.00","0","0","-","-","-","50.00","-","-"
" 2022-03-13 - Lightning 2, Canucks 1","Tampa Bay Lightning","Limited ReportFull Report","4","75","30","71.43","75","15","83.33","60","15","80.00","0","0","-","12.49","0.53","95.95","60","0","100.00","45","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-13 - Lightning 2, Canucks 1","Vancouver Canucks","Limited ReportFull Report","4","165","0","100.00","120","0","100.00","120","0","100.00","0","0","-","13.37","0","100.00","75","0","100.00","75","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-13 - Panthers 2, Kings 3","Florida Panthers","Limited ReportFull Report","4","105","30","77.78","105","0","100.00","90","0","100.00","0","0","-","18.52","0","100.00","90","15","85.71","60","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-13 - Panthers 2, Kings 3","Los Angeles Kings","Limited ReportFull Report","4","105","15","87.50","90","15","85.71","60","15","80.00","0","15","0.00","5.16","1.89","73.15","15","15","50.00","0","15","0.00","0","15","0.00","-","0.00","0.00","0.00","0.000"
" 2022-03-14 - Coyotes 5, Senators 3","Arizona Coyotes","Limited ReportFull Report","2.25","106.67","0","100.00","106.67","0","100.00","106.67","0","100.00","26.67","0","100.00","18.21","0","100.00","106.67","0","100.00","80","0","100.00","26.67","0","100.00","33.33","-","25.00","-","-"
" 2022-03-14 - Coyotes 5, Senators 3","Ottawa Senators","Limited ReportFull Report","4.0666666666667","88.52","14.75","85.71","73.77","14.75","83.33","73.77","14.75","83.33","14.75","14.75","50.00","14.27","2.45","85.37","73.77","14.75","83.33","59.02","14.75","80.00","0","14.75","0.00","0.00","0.00","20.00","0.00","0.200"
" 2022-03-15 - Stars 0, Maple Leafs 4","Dallas Stars","Limited ReportFull Report","6","90","30","75.00","90","30","75.00","90","30","75.00","0","0","-","7.7","2.78","73.45","30","30","50.00","20","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-15 - Stars 0, Maple Leafs 4","Toronto Maple Leafs","Limited ReportFull Report","3.9666666666667","121.01","0","100.00","105.88","0","100.00","90.76","0","100.00","15.13","0","100.00","9.42","0","100.00","90.76","0","100.00","15.13","0","100.00","0","0","-","0.00","-","16.67","-","-"
" 2022-03-15 - Coyotes 6, Canadiens 3","Arizona Coyotes","Limited ReportFull Report","4.9166666666667","61.02","0","100.00","24.41","0","100.00","24.41","0","100.00","12.2","0","100.00","1.43","0","100.00","24.41","0","100.00","0","0","-","0","0","-","-","-","50.00","-","-"
" 2022-03-15 - Coyotes 6, Canadiens 3","Montreal Canadiens","Limited ReportFull Report","2.4333333333333","49.32","24.66","66.67","49.32","0","100.00","49.32","0","100.00","24.66","0","100.00","2.84","0","100.00","24.66","24.66","50.00","24.66","0","100.00","0","0","-","0.00","-","50.00","-","-"
" 2022-03-15 - Ducks 3, Rangers 4","Anaheim Ducks","Limited ReportFull Report","4.2","128.57","14.29","90.00","100","14.29","87.50","71.43","0","100.00","14.29","0","100.00","8.1","1.22","86.90","42.86","14.29","75.00","28.57","14.29","66.67","0","0","-","0.00","-","20.00","-","-"
" 2022-03-15 - Ducks 3, Rangers 4","New York Rangers","Limited ReportFull Report","3.7833333333333","142.73","0","100.00","111.01","0","100.00","63.44","0","100.00","15.86","0","100.00","9.12","0","100.00","79.3","0","100.00","31.72","0","100.00","15.86","0","100.00","50.00","-","25.00","-","-"
" 2022-03-15 - Islanders 3, Capitals 4","New York Islanders","Limited ReportFull Report","2","30","30","50.00","30","30","50.00","30","30","50.00","0","0","-","1.69","2.79","37.67","0","0","-","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2022-03-15 - Islanders 3, Capitals 4","Washington Capitals","Limited ReportFull Report","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2022-03-15 - Bruins 2, Blackhawks 1","Boston Bruins","Limited ReportFull Report","8","142.5","0","100.00","105","0","100.00","52.5","0","100.00","0","0","-","7.54","0","100.00","45","0","100.00","22.5","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-15 - Bruins 2, Blackhawks 1","Chicago Blackhawks","Limited ReportFull Report","6","60","10","85.71","30","10","75.00","20","10","66.67","0","0","-","2.56","0","99.94","60","0","100.00","10","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-15 - Penguins 1, Predators 4","Nashville Predators","Limited ReportFull Report","8.3833333333333","93.04","0","100.00","78.73","0","100.00","42.94","0","100.00","0","0","-","6.83","0","100.00","28.63","0","100.00","21.47","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-15 - Penguins 1, Predators 4","Pittsburgh Penguins","Limited ReportFull Report","6.3833333333333","112.79","18.8","85.71","75.2","18.8","80.00","47","18.8","71.43","0","0","-","10.91","1.26","89.63","65.8","9.4","87.50","28.2","9.4","75.00","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2022-03-15 - Golden Knights 3, Jets 7","Vegas Golden Knights","Limited ReportFull Report","2.4333333333333","172.6","49.32","77.78","147.95","49.32","75.00","147.95","49.32","75.00","24.66","24.66","50.00","17.71","6.59","72.87","98.63","49.32","66.67","49.32","49.32","50.00","0","24.66","0.00","0.00","50.00","16.67","50.00","0.667"
" 2022-03-15 - Golden Knights 3, Jets 7","Winnipeg Jets","Limited ReportFull Report","4.0666666666667","132.79","44.26","75.00","73.77","44.26","62.50","44.26","14.75","75.00","14.75","0","100.00","8.35","4.76","63.69","103.28","14.75","87.50","29.51","14.75","66.67","0","0","-","0.00","-","33.33","100.00","1.333"
" 2022-03-15 - Red Wings 5, Oilers 7","Detroit Red Wings","Limited ReportFull Report","0.75","240","80","75.00","80","80","50.00","80","80","50.00","80","0","100.00","23.33","3.37","87.38","160","0","100.00","80","0","100.00","80","0","100.00","100.00","-","100.00","100.00","2.000"
" 2022-03-15 - Red Wings 5, Oilers 7","Edmonton Oilers","Limited ReportFull Report","5.35","123.36","0","100.00","123.36","0","100.00","78.5","0","100.00","11.21","0","100.00","14.98","0","100.00","56.07","0","100.00","44.86","0","100.00","11.21","0","100.00","25.00","-","14.29","-","-"
" 2022-03-15 - Devils 3, Canucks 6","New Jersey Devils","Limited ReportFull Report","6","90","50","64.29","70","40","63.64","40","30","57.14","0","10","0.00","5.56","1.82","75.31","80","20","80.00","20","10","66.67","0","0","-","-","100.00","0.00","66.67","0.667"
" 2022-03-15 - Devils 3, Canucks 6","Vancouver Canucks","Limited ReportFull Report","2","60","60","50.00","30","30","50.00","0","30","0.00","0","0","-","2.5","2.7","48.16","30","30","50.00","0","0","-","0","0","-","-","-","-","100.00","-"
" 2022-03-15 - Avalanche 3, Kings 0","Colorado Avalanche","Limited ReportFull Report","2.1666666666667","83.08","27.69","75.00","83.08","27.69","75.00","83.08","0","100.00","55.38","0","100.00","7.61","2.79","73.15","55.38","27.69","66.67","27.69","27.69","50.00","27.69","0","100.00","100.00","-","66.67","-","-"
" 2022-03-15 - Avalanche 3, Kings 0","Los Angeles Kings","Limited ReportFull Report","7.0166666666667","59.86","17.1","77.78","51.31","17.1","75.00","51.31","17.1","75.00","0","0","-","5.22","0.01","99.77","25.65","0","100.00","17.1","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2022-03-15 - Panthers 3, Sharks 2","Florida Panthers","Limited ReportFull Report","4","105","0","100.00","105","0","100.00","60","0","100.00","0","0","-","9.12","0","100.00","60","0","100.00","45","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-15 - Panthers 3, Sharks 2","San Jose Sharks","Limited ReportFull Report","8","180","22.5","88.89","112.5","15","88.24","82.5","15","84.62","7.5","7.5","50.00","12.67","2.17","85.39","127.5","15","89.47","67.5","15","81.82","7.5","7.5","50.00","16.67","50.00","9.09","50.00","0.591"
" 2022-03-16 - Blue Jackets 4, Senators 1","Columbus Blue Jackets","Limited ReportFull Report","2.5333333333333","142.11","0","100.00","142.11","0","100.00","142.11","0","100.00","0","0","-","20.43","0","100.00","118.42","0","100.00","71.05","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-16 - Blue Jackets 4, Senators 1","Ottawa Senators","Limited ReportFull Report","4","45","15","75.00","30","15","66.67","0","0","-","0","0","-","3.17","0.79","80.09","45","15","75.00","15","0","100.00","0","0","-","-","-","-","-","-"
" 2022-03-16 - Bruins 2, Wild 4","Boston Bruins","Limited ReportFull Report","2.5666666666667","70.13","23.38","75.00","46.75","23.38","66.67","23.38","23.38","50.00","23.38","0","100.00","1.71","0.03","98.05","0","0","-","0","0","-","0","0","-","-","-","100.00","100.00","2.000"
" 2022-03-16 - Bruins 2, Wild 4","Minnesota Wild","Limited ReportFull Report","5.25","68.57","68.57","50.00","57.14","57.14","50.00","34.29","34.29","50.00","11.43","0","100.00","4.08","4.98","44.98","22.86","45.71","33.33","11.43","11.43","50.00","0","0","-","0.00","100.00","33.33","100.00","1.333"
" 2022-03-16 - Devils 3, Flames 6","Calgary Flames","Limited ReportFull Report","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2022-03-16 - Devils 3, Flames 6","New Jersey Devils","Limited ReportFull Report","8","67.5","22.5","75.00","22.5","22.5","50.00","22.5","22.5","50.00","0","0","-","0.84","2.12","28.35","0","15","0.00","0","7.5","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2022-03-16 - Lightning 4, Kraken 1","Seattle Kraken","Limited ReportFull Report","6.5166666666667","73.66","0","100.00","64.45","0","100.00","55.24","0","100.00","9.21","0","100.00","3.67","0","100.00","18.41","0","100.00","0","0","-","0","0","-","-","-","16.67","-","-"
" 2022-03-16 - Lightning 4, Kraken 1","Tampa Bay Lightning","Limited ReportFull Report","8.1833333333333","109.98","7.33","93.75","95.32","7.33","92.86","73.32","0","100.00","14.66","0","100.00","7.58","0.53","93.45","51.32","7.33","87.50","0","0","-","0","0","-","-","-","20.00","-","-"
" 2022-03-17 - Islanders 2, Rangers 1","New York Islanders","Limited ReportFull Report","5.4333333333333","121.47","22.09","84.62","88.34","22.09","80.00","66.26","22.09","75.00","11.04","0","100.00","10.41","0.66","94.05","77.3","11.04","87.50","33.13","11.04","75.00","0","0","-","0.00","100.00","16.67","100.00","1.167"
" 2022-03-17 - Islanders 2, Rangers 1","New York Rangers","Limited ReportFull Report","5.2","115.38","46.15","71.43","57.69","46.15","55.56","46.15","46.15","50.00","11.54","0","100.00","3.74","2.48","60.11","69.23","11.54","85.71","0","0","-","0","0","-","-","-","25.00","100.00","1.250"
" 2022-03-17 - Hurricanes 2, Maple Leafs 3","Carolina Hurricanes","Limited ReportFull Report","6","70","50","58.33","60","50","54.55","50","50","50.00","0","0","-","2.16","4","35.05","0","30","0.00","0","20","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2022-03-17 - Hurricanes 2, Maple Leafs 3","Toronto Maple Leafs","Limited ReportFull Report","2","30","60","33.33","0","60","0.00","0","60","0.00","0","0","-","0","1.69","0.00","0","0","-","0","0","-","0","0","-","-","-","-","100.00","-"
" 2022-03-17 - Stars 4, Canadiens 3","Dallas Stars","Limited ReportFull Report","7.25","165.52","8.28","95.24","74.48","8.28","90.00","49.66","8.28","85.71","0","0","-","4.34","0","99.94","66.21","0","100.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2022-03-17 - Stars 4, Canadiens 3","Montreal Canadiens","Limited ReportFull Report","6.05","109.09","9.92","91.67","69.42","9.92","87.50","49.59","9.92","83.33","9.92","0","100.00","6.68","0.12","98.21","69.42","0","100.00","19.83","0","100.00","0","0","-","0.00","-","20.00","100.00","1.200"
" 2022-03-17 - Predators 4, Flyers 5","Nashville Predators","Limited ReportFull Report","5.5833333333333","85.97","0","100.00","53.73","0","100.00","42.99","0","100.00","10.75","0","100.00","4.23","0","100.00","21.49","0","100.00","21.49","0","100.00","10.75","0","100.00","50.00","-","25.00","-","-"
" 2022-03-17 - Predators 4, Flyers 5","Philadelphia Flyers","Limited ReportFull Report","4.6","91.3","39.13","70.00","78.26","39.13","66.67","78.26","26.09","75.00","13.04","0","100.00","8.69","1.6","84.42","52.17","26.09","66.67","26.09","13.04","66.67","0","0","-","0.00","-","16.67","100.00","1.167"
" 2022-03-17 - Capitals 7, Blue Jackets 2","Columbus Blue Jackets","Limited ReportFull Report","9.3333333333333","115.71","0","100.00","96.43","0","100.00","83.57","0","100.00","6.43","0","100.00","7.76","0","100.00","45","0","100.00","25.71","0","100.00","6.43","0","100.00","25.00","-","7.69","-","-"
" 2022-03-17 - Capitals 7, Blue Jackets 2","Washington Capitals","Limited ReportFull Report","7.1","109.86","16.9","86.67","76.06","16.9","81.82","50.7","16.9","75.00","16.9","0","100.00","7.48","0.58","92.78","42.25","8.45","83.33","16.9","0","100.00","0","0","-","0.00","-","33.33","100.00","1.333"
" 2022-03-17 - Penguins 3, Blues 2","Pittsburgh Penguins","Limited ReportFull Report","7.9166666666667","106.11","7.58","93.33","90.95","7.58","92.31","83.37","0","100.00","0","0","-","9.92","0.95","91.23","90.95","7.58","92.31","45.47","0","100.00","0","0","-","0.00","-","0.00","-","-"
" 2022-03-17 - Penguins 3, Blues 2","St Louis Blues","Limited ReportFull Report","6.7833333333333","79.61","8.85","90.00","61.92","8.85","87.50","35.38","8.85","80.00","0","0","-","3.42","0.94","78.39","53.07","0","100.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2022-03-17 - Sabres 1, Oilers 6","Buffalo Sabres","Limited ReportFull Report","2","0","60","0.00","0","60","0.00","0","60","0.00","0","30","0.00","0","3.1","0.00","0","30","0.00","0","30","0.00","0","30","0.00","-","0.00","-","50.00","-"
