"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
" 2019-11-26 - Bruins 8, Canadiens 1","Boston Bruins","Limited ReportFull Report","4","30","45","40.00","30","15","66.67","15","15","50.00","0","0","-","0.1","0.45","17.70","0","15","0.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2019-11-26 - Bruins 8, Canadiens 1","Montreal Canadiens","Limited ReportFull Report","2.35","25.53","102.13","20.00","25.53","102.13","20.00","0","102.13","0.00","0","51.06","0.00","2.46","9.67","20.25","25.53","76.6","25.00","0","51.06","0.00","0","25.53","0.00","-","50.00","-","50.00","-"
" 2019-11-26 - Wild 3, Devils 2","Minnesota Wild","Limited ReportFull Report","2.6833333333333","0","178.88","0.00","0","178.88","0.00","0","111.8","0.00","0","22.36","0.00","0","16.36","0.00","0","89.44","0.00","0","67.08","0.00","0","22.36","0.00","-","50.00","-","80.00","-"
" 2019-11-26 - Wild 3, Devils 2","New Jersey Devils","Limited ReportFull Report","6.0666666666667","9.89","29.67","25.00","0","29.67","0.00","0","29.67","0.00","0","9.89","0.00","0","4.32","0.00","9.89","29.67","25.00","0","19.78","0.00","0","9.89","0.00","-","50.00","-","66.67","-"
" 2019-11-26 - Stars 0, Blackhawks 3","Chicago Blackhawks","Limited ReportFull Report","4","0","105","0.00","0","75","0.00","0","60","0.00","0","0","-","0","7.78","0.00","0","75","0.00","0","45","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-26 - Stars 0, Blackhawks 3","Dallas Stars","Limited ReportFull Report","0.88333333333333","0","271.7","0.00","0","271.7","0.00","0","203.77","0.00","0","67.92","0.00","0","31.47","0.00","0","271.7","0.00","0","135.85","0.00","0","67.92","0.00","-","0.00","-","66.67","-"
" 2019-11-27 - Flames 3, Sabres 2","Buffalo Sabres","Limited ReportFull Report","4","45","45","50.00","45","15","75.00","30","15","66.67","15","0","100.00","3.74","0.68","84.69","30","30","50.00","15","0","100.00","15","0","100.00","100.00","-","50.00","100.00","1.500"
" 2019-11-27 - Flames 3, Sabres 2","Calgary Flames","Limited ReportFull Report","4","15","120","11.11","15","120","11.11","15","90","14.29","0","0","-","0.16","8.39","1.88","0","75","0.00","0","15","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-11-27 - Bruins 2, Senators 1","Boston Bruins","Limited ReportFull Report","4","30","60","33.33","30","45","40.00","15","30","33.33","0","0","-","3.11","1.75","64.01","30","0","100.00","15","0","100.00","0","0","-","-","-","0.00","100.00","1.000"
" 2019-11-27 - Bruins 2, Senators 1","Ottawa Senators","Limited ReportFull Report","4","30","90","25.00","30","90","25.00","30","60","33.33","0","0","-","3.59","6.88","34.29","15","30","33.33","15","15","50.00","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2019-11-27 - Maple Leafs 6, Red Wings 0","Detroit Red Wings","Limited ReportFull Report","1.3666666666667","0","131.71","0.00","0","131.71","0.00","0","131.71","0.00","0","43.9","0.00","0","13.06","0.00","0","87.8","0.00","0","87.8","0.00","0","43.9","0.00","-","50.00","-","66.67","-"
" 2019-11-27 - Maple Leafs 6, Red Wings 0","Toronto Maple Leafs","Limited ReportFull Report
","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2019-11-27 - Blues 4, Lightning 3","St Louis Blues","Limited ReportFull Report","7.1833333333333","16.71","66.82","20.00","16.71","41.76","28.57","16.71","25.06","40.00","8.35","8.35","50.00","2.49","3.15","44.15","16.71","50.12","25.00","8.35","0","100.00","0","0","-","0.00","-","50.00","66.67","1.167"
" 2019-11-27 - Blues 4, Lightning 3","Tampa Bay Lightning","Limited ReportFull Report","0.35","0","171.43","0.00","0","171.43","0.00","0","171.43","0.00","0","171.43","0.00","0","19.24","0.00","0","171.43","0.00","0","171.43","0.00","0","171.43","0.00","-","0.00","-","0.00","-"
" 2019-11-27 - Hurricanes 2, Rangers 3","Carolina Hurricanes","Limited ReportFull Report","4.8833333333333","36.86","122.87","23.08","24.57","86.01","22.22","24.57","49.15","33.33","0","12.29","0.00","0.02","6.28","0.36","0","73.72","0.00","0","24.57","0.00","0","12.29","0.00","-","50.00","0.00","75.00","0.750"
" 2019-11-27 - Hurricanes 2, Rangers 3","New York Rangers","Limited ReportFull Report","7.0333333333333","17.06","119.43","12.50","17.06","93.84","15.38","17.06","76.78","18.18","0","8.53","0.00","1.47","6.86","17.64","8.53","51.18","14.29","0","25.59","0.00","0","8.53","0.00","-","66.67","0.00","88.89","0.889"
" 2019-11-27 - Canucks 6, Penguins 8","Pittsburgh Penguins","Limited ReportFull Report","2.0666666666667","29.03","203.23","12.50","29.03","145.16","16.67","29.03","58.06","33.33","0","29.03","0.00","6.03","13.32","31.18","29.03","87.1","25.00","29.03","29.03","50.00","0","29.03","0.00","0.00","0.00","0.00","50.00","0.500"
" 2019-11-27 - Canucks 6, Penguins 8","Vancouver Canucks","Limited ReportFull Report","4.65","12.9","167.74","7.14","12.9","129.03","9.09","12.9","103.23","11.11","0","25.81","0.00","1.08","22.78","4.51","12.9","129.03","9.09","0","77.42","0.00","0","12.9","0.00","-","80.00","0.00","75.00","0.750"
" 2019-11-27 - Panthers 3, Capitals 4","Florida Panthers","Limited ReportFull Report","2.5166666666667","23.84","71.52","25.00","23.84","47.68","33.33","23.84","47.68","33.33","0","0","-","3.97","4.01","49.76","23.84","23.84","50.00","23.84","23.84","50.00","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2019-11-27 - Panthers 3, Capitals 4","Washington Capitals","Limited ReportFull Report","6","20","100","16.67","10","70","12.50","10","70","12.50","0","0","-","1.02","7.09","12.53","10","50","16.67","10","20","33.33","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2019-11-27 - Flyers 3, Blue Jackets 2","Columbus Blue Jackets","Limited ReportFull Report","9.3333333333333","25.71","57.86","30.77","19.29","45","30.00","12.86","45","22.22","0","6.43","0.00","0.59","2.64","18.32","6.43","25.71","20.00","0","6.43","0.00","0","0","-","-","100.00","0.00","85.71","0.857"
" 2019-11-27 - Flyers 3, Blue Jackets 2","Philadelphia Flyers","Limited ReportFull Report","2","0","30","0.00","0","30","0.00","0","30","0.00","0","0","-","0","3.59","0.00","0","30","0.00","0","30","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-27 - Golden Knights 4, Predators 3","Nashville Predators","Limited ReportFull Report","2.7333333333333","0","153.66","0.00","0","21.95","0.00","0","0","-","0","0","-","0","0.71","0.00","0","21.95","0.00","0","0","-","0","0","-","-","-","-","-","-"
" 2019-11-27 - Golden Knights 4, Predators 3","Vegas Golden Knights","Limited ReportFull Report","2.7333333333333","43.9","43.9","50.00","43.9","21.95","66.67","43.9","21.95","66.67","0","0","-","0.17","1.44","10.51","0","43.9","0.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2019-11-27 - Ducks 3, Coyotes 4","Anaheim Ducks","Limited ReportFull Report","0.75","0","80","0.00","0","80","0.00","0","80","0.00","0","80","0.00","0","11.32","0.00","0","80","0.00","0","80","0.00","0","80","0.00","-","0.00","-","0.00","-"
" 2019-11-27 - Ducks 3, Coyotes 4","Arizona Coyotes","Limited ReportFull Report","6","10","110","8.33","10","80","11.11","10","50","16.67","0","0","-","0.83","6.31","11.61","10","60","14.29","10","40","20.00","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2019-11-27 - Oilers 1, Avalanche 4","Colorado Avalanche","Limited ReportFull Report","2","30","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","30","0","100.00","0","0","-","0","0","-","-","-","-","-","-"
" 2019-11-27 - Oilers 1, Avalanche 4","Edmonton Oilers","Limited ReportFull Report","8.8833333333333","0","67.54","0.00","0","54.03","0.00","0","33.77","0.00","0","0","-","0","4.7","0.00","0","33.77","0.00","0","20.26","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-27 - Islanders 1, Kings 4","Los Angeles Kings","Limited ReportFull Report","4.4333333333333","27.07","121.8","18.18","27.07","121.8","18.18","27.07","67.67","28.57","0","0","-","2.58","10.56","19.64","27.07","67.67","28.57","27.07","40.6","40.00","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2019-11-27 - Islanders 1, Kings 4","New York Islanders","Limited ReportFull Report","7.35","8.16","40.82","16.67","8.16","40.82","16.67","8.16","16.33","33.33","0","8.16","0.00","0.88","3.28","21.15","8.16","24.49","25.00","8.16","16.33","33.33","0","8.16","0.00","0.00","0.00","0.00","50.00","0.500"
" 2019-11-27 - Jets 5, Sharks 1","San Jose Sharks","Limited ReportFull Report","4.3833333333333","27.38","82.13","25.00","27.38","68.44","28.57","27.38","54.75","33.33","0","13.69","0.00","2.41","4.08","37.11","13.69","27.38","33.33","13.69","13.69","50.00","0","0","-","0.00","100.00","0.00","75.00","0.750"
" 2019-11-27 - Jets 5, Sharks 1","Winnipeg Jets","Limited ReportFull Report","11.3","21.24","74.34","22.22","21.24","53.1","28.57","5.31","42.48","11.11","0","0","-","1.53","5.64","21.35","10.62","47.79","18.18","5.31","21.24","20.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-11-28 - Devils 6, Canadiens 4","Montreal Canadiens","Limited ReportFull Report","6","30","60","33.33","20","40","33.33","0","30","0.00","0","0","-","0.42","1.72","19.82","0","20","0.00","0","0","-","0","0","-","-","-","-","100.00","-"
" 2019-11-28 - Devils 6, Canadiens 4","New Jersey Devils","Limited ReportFull Report","4","0","90","0.00","0","60","0.00","0","45","0.00","0","0","-","0","5","0.00","0","45","0.00","0","30","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-29 - Rangers 2, Bruins 3","Boston Bruins","Limited ReportFull Report","9.9666666666667","6.02","78.26","7.14","6.02","54.18","10.00","6.02","36.12","14.29","0","0","-","0.01","3.33","0.27","0","42.14","0.00","0","6.02","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-11-29 - Rangers 2, Bruins 3","New York Rangers","Limited ReportFull Report","2","0","120","0.00","0","120","0.00","0","120","0.00","0","0","-","0","8.63","0.00","0","60","0.00","0","30","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-29 - Maple Leafs 4, Sabres 6","Buffalo Sabres","Limited ReportFull Report","7.5","16","80","16.67","16","56","22.22","16","48","25.00","0","0","-","0.9","7.65","10.57","8","48","14.29","0","24","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-11-29 - Maple Leafs 4, Sabres 6","Toronto Maple Leafs","Limited ReportFull Report","3.2666666666667","18.37","55.1","25.00","18.37","55.1","25.00","18.37","36.73","33.33","0","0","-","2.55","4.44","36.47","18.37","36.73","33.33","18.37","18.37","50.00","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2019-11-29 - Red Wings 1, Flyers 6","Detroit Red Wings","Limited ReportFull Report","5.3666666666667","44.72","78.26","36.36","33.54","67.08","33.33","33.54","55.9","37.50","0","11.18","0.00","2.57","5.42","32.17","22.36","22.36","50.00","22.36","11.18","66.67","0","0","-","0.00","100.00","0.00","80.00","0.800"
" 2019-11-29 - Red Wings 1, Flyers 6","Philadelphia Flyers","Limited ReportFull Report","6","10","80","11.11","0","70","0.00","0","50","0.00","0","0","-","0","6.87","0.00","0","60","0.00","0","30","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-29 - Avalanche 5, Blackhawks 2","Chicago Blackhawks","Limited ReportFull Report","2.65","22.64","45.28","33.33","0","45.28","0.00","0","22.64","0.00","0","22.64","0.00","0","2.21","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0.00","-"
" 2019-11-29 - Avalanche 5, Blackhawks 2","Colorado Avalanche","Limited ReportFull Report","2","0","120","0.00","0","60","0.00","0","60","0.00","0","0","-","0","5.86","0.00","0","90","0.00","0","30","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-29 - Senators 2, Wild 7","Minnesota Wild","Limited ReportFull Report","2.1","0","85.71","0.00","0","85.71","0.00","0","85.71","0.00","0","0","-","0","6.31","0.00","0","28.57","0.00","0","28.57","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-29 - Senators 2, Wild 7","Ottawa Senators","Limited ReportFull Report","4","15","105","12.50","0","60","0.00","0","45","0.00","0","0","-","0","1.76","0.00","0","15","0.00","0","0","-","0","0","-","-","-","-","100.00","-"
" 2019-11-29 - Jets 3, Ducks 0","Anaheim Ducks","Limited ReportFull Report","7.6666666666667","23.48","46.96","33.33","15.65","39.13","28.57","7.83","31.3","20.00","0","7.83","0.00","1.41","2.8","33.53","15.65","15.65","50.00","7.83","0","100.00","0","0","-","-","-","0.00","75.00","0.750"
" 2019-11-29 - Jets 3, Ducks 0","Winnipeg Jets","Limited ReportFull Report","4","0","45","0.00","0","30","0.00","0","15","0.00","0","0","-","0","1.55","0.00","0","15","0.00","0","0","-","0","0","-","-","-","-","100.00","-"
" 2019-11-29 - Kings 1, Sharks 4","Los Angeles Kings","Limited ReportFull Report","5.4666666666667","10.98","65.85","14.29","10.98","43.9","20.00","0","21.95","0.00","0","0","-","0.42","3.91","9.68","10.98","43.9","20.00","0","10.98","0.00","0","0","-","-","-","-","100.00","-"
" 2019-11-29 - Kings 1, Sharks 4","San Jose Sharks","Limited ReportFull Report","2","0","30","0.00","0","30","0.00","0","30","0.00","0","0","-","0","3.23","0.00","0","30","0.00","0","0","-","0","0","-","-","-","-","100.00","-"
" 2019-11-29 - Lightning 3, Capitals 4","Tampa Bay Lightning","Limited ReportFull Report","2.2666666666667","0","185.29","0.00","0","158.82","0.00","0","132.35","0.00","0","52.94","0.00","0","30.35","0.00","0","105.88","0.00","0","105.88","0.00","0","26.47","0.00","-","66.67","-","60.00","-"
" 2019-11-29 - Lightning 3, Capitals 4","Washington Capitals","Limited ReportFull Report","6.9333333333333","8.65","112.5","7.14","8.65","77.88","10.00","0","34.62","0.00","0","8.65","0.00","0.36","6.93","4.89","0","69.23","0.00","0","17.31","0.00","0","0","-","-","100.00","-","75.00","-"
" 2019-11-29 - Coyotes 1, Golden Knights 2","Arizona Coyotes","Limited ReportFull Report","7.2166666666667","0","66.51","0.00","0","58.2","0.00","0","58.2","0.00","0","8.31","0.00","0","4.45","0.00","0","24.94","0.00","0","16.63","0.00","0","8.31","0.00","-","50.00","-","85.71","-"
" 2019-11-29 - Coyotes 1, Golden Knights 2","Vegas Golden Knights","Limited ReportFull Report","2","0","60","0.00","0","60","0.00","0","60","0.00","0","0","-","0","1.77","0.00","0","0","-","0","0","-","0","0","-","-","-","-","100.00","-"
" 2019-11-29 - Penguins 2, Blue Jackets 5","Columbus Blue Jackets","Limited ReportFull Report","6.5833333333333","27.34","72.91","27.27","27.34","45.57","37.50","18.23","36.46","33.33","0","0","-","2.03","8.06","20.09","27.34","45.57","37.50","18.23","18.23","50.00","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2019-11-29 - Penguins 2, Blue Jackets 5","Pittsburgh Penguins","Limited ReportFull Report","5.95","30.25","90.76","25.00","30.25","60.5","33.33","20.17","50.42","28.57","0","20.17","0.00","2.89","5.47","34.55","30.25","40.34","42.86","20.17","20.17","50.00","0","20.17","0.00","0.00","0.00","0.00","60.00","0.600"
" 2019-11-29 - Predators 3, Hurricanes 0","Carolina Hurricanes","Limited ReportFull Report","8","15","90","14.29","15","75","16.67","15","60","20.00","0","0","-","0","9.93","0.04","0","52.5","0.00","0","30","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-11-29 - Predators 3, Hurricanes 0","Nashville Predators","Limited ReportFull Report","6","10","60","14.29","10","60","14.29","10","30","25.00","0","0","-","0.34","6.72","4.87","0","30","0.00","0","20","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-11-29 - Blues 3, Stars 1","Dallas Stars","Limited ReportFull Report","4.1","0","117.07","0.00","0","87.8","0.00","0","73.17","0.00","0","0","-","0","17.04","0.00","0","102.44","0.00","0","73.17","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-29 - Blues 3, Stars 1","St Louis Blues","Limited ReportFull Report
","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2019-11-30 - Rangers 4, Devils 0","New Jersey Devils","Limited ReportFull Report","3.8","0","63.16","0.00","0","63.16","0.00","0","63.16","0.00","0","15.79","0.00","0","4.61","0.00","0","31.58","0.00","0","15.79","0.00","0","15.79","0.00","-","0.00","-","75.00","-"
" 2019-11-30 - Rangers 4, Devils 0","New York Rangers","Limited ReportFull Report","15.85","11.36","68.14","14.29","11.36","60.57","15.79","11.36","26.5","30.00","7.57","0","100.00","1.6","4.35","26.94","11.36","30.28","27.27","3.79","7.57","33.33","0","0","-","0.00","100.00","66.67","100.00","1.667"
" 2019-11-30 - Flyers 4, Canadiens 3","Montreal Canadiens","Limited ReportFull Report","4","0","60","0.00","0","60","0.00","0","30","0.00","0","0","-","0","1.59","0.00","0","0","-","0","0","-","0","0","-","-","-","-","100.00","-"
" 2019-11-30 - Flyers 4, Canadiens 3","Philadelphia Flyers","Limited ReportFull Report","4.1833333333333","14.34","114.74","11.11","0","114.74","0.00","0","114.74","0.00","0","14.34","0.00","0","12.64","0.00","14.34","86.06","14.29","0","28.69","0.00","0","0","-","-","100.00","-","87.50","-"
" 2019-11-30 - Sabres 1, Maple Leafs 2","Buffalo Sabres","Limited ReportFull Report","1.4","0","171.43","0.00","0","171.43","0.00","0","128.57","0.00","0","42.86","0.00","0","12.43","0.00","0","85.71","0.00","0","85.71","0.00","0","42.86","0.00","-","0.00","-","66.67","-"
" 2019-11-30 - Sabres 1, Maple Leafs 2","Toronto Maple Leafs","Limited ReportFull Report","4","0","30","0.00","0","30","0.00","0","0","-","0","0","-","0","2.93","0.00","0","15","0.00","0","15","0.00","0","0","-","-","-","-","-","-"
" 2019-11-30 - Capitals 5, Red Wings 2","Detroit Red Wings","Limited ReportFull Report","4.5","0","93.33","0.00","0","93.33","0.00","0","66.67","0.00","0","13.33","0.00","0","11.18","0.00","0","53.33","0.00","0","26.67","0.00","0","13.33","0.00","-","50.00","-","80.00","-"
" 2019-11-30 - Capitals 5, Red Wings 2","Washington Capitals","Limited ReportFull Report","5.1666666666667","23.23","23.23","50.00","23.23","23.23","50.00","11.61","23.23","33.33","0","11.61","0.00","1.74","3.04","36.38","11.61","23.23","33.33","0","23.23","0.00","0","11.61","0.00","-","50.00","0.00","50.00","0.500"
" 2019-11-30 - Hurricanes 3, Lightning 2","Carolina Hurricanes","Limited ReportFull Report","7.7333333333333","15.52","108.62","12.50","15.52","85.34","15.38","15.52","69.83","18.18","0","7.76","0.00","0.2","6.43","2.95","0","46.55","0.00","0","15.52","0.00","0","7.76","0.00","-","50.00","0.00","88.89","0.889"
" 2019-11-30 - Hurricanes 3, Lightning 2","Tampa Bay Lightning","Limited ReportFull Report","1.6666666666667","0","180","0.00","0","144","0.00","0","108","0.00","0","36","0.00","0","15.93","0.00","0","108","0.00","0","36","0.00","0","36","0.00","-","0.00","-","66.67","-"
" 2019-11-30 - Predators 0, Panthers 3","Florida Panthers","Limited ReportFull Report","4.9333333333333","12.16","121.62","9.09","0","72.97","0.00","0","60.81","0.00","0","0","-","0","7.39","0.00","0","85.14","0.00","0","24.32","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-11-30 - Predators 0, Panthers 3","Nashville Predators","Limited ReportFull Report","6.0333333333333","19.89","99.45","16.67","9.94","39.78","20.00","9.94","19.89","33.33","0","0","-","0.01","4.55","0.24","0","39.78","0.00","0","9.94","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-11-30 - Blue Jackets 0, Islanders 2","Columbus Blue Jackets","Limited ReportFull Report
","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2019-11-30 - Blue Jackets 0, Islanders 2","New York Islanders","Limited ReportFull Report","0.4","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","-","-"
" 2019-11-30 - Senators 1, Flames 3","Calgary Flames","Limited ReportFull Report","2","0","90","0.00","0","60","0.00","0","0","-","0","0","-","0","7.04","0.00","0","60","0.00","0","30","0.00","0","0","-","-","-","-","-","-"
" 2019-11-30 - Senators 1, Flames 3","Ottawa Senators","Limited ReportFull Report","4.4833333333333","26.77","80.3","25.00","13.38","53.53","20.00","13.38","13.38","50.00","0","0","-","3.19","2.16","59.63","13.38","26.77","33.33","13.38","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2019-11-30 - Penguins 2, Blues 5","Pittsburgh Penguins","Limited ReportFull Report","5.15","0","163.11","0.00","0","139.81","0.00","0","116.5","0.00","0","11.65","0.00","0","12.71","0.00","0","93.2","0.00","0","34.95","0.00","0","11.65","0.00","-","66.67","-","90.00","-"
" 2019-11-30 - Penguins 2, Blues 5","St Louis Blues","Limited ReportFull Report","4","15","105","12.50","15","105","12.50","15","90","14.29","0","0","-","0.27","9.91","2.65","0","60","0.00","0","15","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-11-30 - Sharks 4, Coyotes 2","Arizona Coyotes","Limited ReportFull Report","2","90","60","60.00","90","60","60.00","60","30","66.67","0","0","-","9.08","5.16","63.74","60","30","66.67","60","30","66.67","0","0","-","0.00","-","0.00","100.00","1.000"
" 2019-11-30 - Sharks 4, Coyotes 2","San Jose Sharks","Limited ReportFull Report","6","20","20","50.00","20","20","50.00","20","10","66.67","0","0","-","1.22","0.97","55.92","10","10","50.00","10","0","100.00","0","0","-","0.00","-","0.00","100.00","1.000"
" 2019-11-30 - Blackhawks 3, Avalanche 7","Chicago Blackhawks","Limited ReportFull Report","6.5166666666667","18.41","64.45","22.22","18.41","55.24","25.00","18.41","46.04","28.57","9.21","9.21","50.00","3.64","4.22","46.29","18.41","36.83","33.33","18.41","9.21","66.67","9.21","9.21","50.00","50.00","0.00","50.00","80.00","1.300"
" 2019-11-30 - Blackhawks 3, Avalanche 7","Colorado Avalanche","Limited ReportFull Report","7.1666666666667","8.37","92.09","8.33","8.37","50.23","14.29","8.37","33.49","20.00","0","0","-","0","2.77","0.05","0","50.23","0.00","0","0","-","0","0","-","-","-","0.00","100.00","1.000"
" 2019-11-30 - Canucks 5, Oilers 2","Edmonton Oilers","Limited ReportFull Report","5.45","22.02","99.08","18.18","22.02","88.07","20.00","11.01","77.06","12.50","0","11.01","0.00","1.06","5.94","15.15","11.01","55.05","16.67","11.01","11.01","50.00","0","0","-","-","-","0.00","85.71","0.857"
" 2019-11-30 - Canucks 5, Oilers 2","Vancouver Canucks","Limited ReportFull Report","6","30","120","20.00","30","110","21.43","30","80","27.27","10","0","100.00","1.51","10.03","13.07","10","80","11.11","0","30","0.00","0","0","-","-","100.00","33.33","100.00","1.333"
" 2019-11-30 - Jets 1, Kings 2","Los Angeles Kings","Limited ReportFull Report","6","0","100","0.00","0","90","0.00","0","40","0.00","0","0","-","0","7.9","0.00","0","40","0.00","0","10","0.00","0","0","-","-","-","-","100.00","-"
" 2019-11-30 - Jets 1, Kings 2","Winnipeg Jets","Limited ReportFull Report
","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
" 2019-12-01 - Stars 2, Wild 3","Dallas Stars","Limited ReportFull Report","2.4166666666667","0","248.28","0.00","0","173.79","0.00","0","173.79","0.00","0","49.66","0.00","0","23.06","0.00","0","124.14","0.00","0","74.48","0.00","0","49.66","0.00","-","33.33","-","71.43","-"
" 2019-12-01 - Stars 2, Wild 3","Minnesota Wild","Limited ReportFull Report","5.9166666666667","0","91.27","0.00","0","70.99","0.00","0","60.85","0.00","0","10.14","0.00","0","4.43","0.00","0","40.56","0.00","0","10.14","0.00","0","0","-","-","100.00","-","83.33","-"
" 2019-12-01 - Canadiens 1, Bruins 3","Boston Bruins","Limited ReportFull Report","2","0","120","0.00","0","120","0.00","0","120","0.00","0","0","-","0","12.56","0.00","0","90","0.00","0","30","0.00","0","0","-","-","100.00","-","100.00","-"
" 2019-12-01 - Canadiens 1, Bruins 3","Montreal Canadiens","Limited ReportFull Report","6.6666666666667","27","72","27.27","27","63","30.00","27","45","37.50","0","9","0.00","0.04","4.85","0.80","0","36","0.00","0","18","0.00","0","0","-","-","100.00","0.00","80.00","0.800"
" 2019-12-01 - Oilers 3, Canucks 2","Edmonton Oilers","Limited ReportFull Report","5.7333333333333","10.47","62.79","14.29","10.47","41.86","20.00","10.47","41.86","20.00","0","0","-","0.45","3.32","11.81","0","20.93","0.00","0","20.93","0.00","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-12-01 - Oilers 3, Canucks 2","Vancouver Canucks","Limited ReportFull Report","2.4333333333333","0","123.29","0.00","0","73.97","0.00","0","73.97","0.00","0","49.32","0.00","0","14.38","0.00","0","73.97","0.00","0","24.66","0.00","0","0","-","-","100.00","-","33.33","-"
" 2019-12-02 - Devils 1, Sabres 7","Buffalo Sabres","Limited ReportFull Report","7.65","15.69","133.33","10.53","15.69","109.8","12.50","15.69","86.27","15.38","0","7.84","0.00","0.95","15.24","5.86","15.69","78.43","16.67","7.84","47.06","14.29","0","7.84","0.00","0.00","80.00","0.00","90.91","0.909"
" 2019-12-02 - Devils 1, Sabres 7","New Jersey Devils","Limited ReportFull Report","3.0333333333333","0","59.34","0.00","0","39.56","0.00","0","39.56","0.00","0","19.78","0.00","0","3.55","0.00","0","19.78","0.00","0","19.78","0.00","0","0","-","-","100.00","-","50.00","-"
" 2019-12-02 - Golden Knights 4, Rangers 1","New York Rangers","Limited ReportFull Report","2.3166666666667","0","181.29","0.00","0","155.4","0.00","0","103.6","0.00","0","51.8","0.00","0","13.6","0.00","0","77.7","0.00","0","51.8","0.00","0","25.9","0.00","-","50.00","-","50.00","-"
" 2019-12-02 - Golden Knights 4, Rangers 1","Vegas Golden Knights","Limited ReportFull Report","8","15","135","10.00","15","105","12.50","7.5","60","11.11","0","0","-","1.41","9.87","12.47","7.5","52.5","12.50","7.5","45","14.29","0","0","-","-","100.00","0.00","100.00","1.000"
" 2019-12-02 - Islanders 4, Red Wings 1","Detroit Red Wings","Limited ReportFull Report","5.9","0","81.36","0.00","0","81.36","0.00","0","50.85","0.00","0","10.17","0.00","0","7.82","0.00","0","61.02","0.00","0","40.68","0.00","0","0","-","-","100.00","-","80.00","-"
" 2019-12-02 - Islanders 4, Red Wings 1","New York Islanders","Limited ReportFull Report","10.166666666667","5.9","100.33","5.56","5.9","70.82","7.69","5.9","59.02","9.09","0","5.9","0.00","0.36","6.35","5.38","5.9","53.11","10.00","0","23.61","0.00","0","5.9","0.00","-","75.00","0.00","90.00","0.900"
" 2019-12-02 - Blues 4, Blackhawks 0","Chicago Blackhawks","Limited ReportFull Report","2.2333333333333","0","80.6","0.00","0","53.73","0.00","0","53.73","0.00","0","26.87","0.00","0","7.11","0.00","0","80.6","0.00","0","26.87","0.00","0","26.87","0.00","-","0.00","-","50.00","-"
" 2019-12-02 - Blues 4, Blackhawks 0","St Louis Blues","Limited ReportFull Report","4","15","120","11.11","15","75","16.67","0","30","0.00","0","0","-","1.56","6.18","20.18","15","45","25.00","15","30","33.33","0","0","-","-","100.00","-","100.00","-"
